vcv_accession	rcv_accession	gene_symbols	review_stars	review_status	clinical_significance	conditions
VCV000916327	RCV001171931	FOXN1	1	criteria provided, single submitter	Uncertain significance	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000916327	RCV004726914	FOXN1	0	no assertion criteria provided	Uncertain significance	{'name': 'FOXN1-related disorder'}
VCV000916327	RCV006636268	FOXN1	1	criteria provided, single submitter	Likely pathogenic	{'name': 'T-cell immunodeficiency, congenital alopecia, and nail dystrophy', 'database': 'MedGen', 'id': 'C1866426'}
VCV000916592	RCV001172336	GRIN2B	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Intellectual disability, autosomal dominant 6', 'database': 'MedGen', 'id': 'C3151411'}
VCV000916592	RCV001253690	GRIN2B	1	criteria provided, single submitter	Pathogenic	{'name': 'Developmental and epileptic encephalopathy, 27', 'database': 'MedGen', 'id': 'C4015316'}
VCV000916592	RCV005401737	GRIN2B	1	criteria provided, single submitter	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000917489	RCV001526537	PIK3CA	1	criteria provided, single submitter	Pathogenic	{'name': 'CLOVES syndrome', 'database': 'MedGen', 'id': 'C2752042'}
VCV000917489	RCV003225150	PIK3CA	1	criteria provided, single submitter	Pathogenic	{'name': 'Megalencephaly-capillary malformation-polymicrogyria syndrome', 'database': 'MedGen', 'id': 'C1865285'}
VCV000917489	RCV003485684	PIK3CA	0	no assertion criteria provided	Pathogenic	{'name': 'Capillary malformation', 'database': 'MedGen', 'id': 'C0340803'}
VCV000917489	RCV005702427	PIK3CA	1	criteria provided, single submitter	Pathogenic	{'name': 'Inborn genetic diseases', 'database': 'MedGen', 'id': 'C0950123'}
VCV000917489	RCV006272147	PIK3CA	0	no assertion criteria provided	Likely pathogenic	{'name': 'Angioosteohypertrophic syndrome', 'database': 'MedGen', 'id': 'C0022739'}
VCV000917490	RCV001265074	TEK	0	no assertion criteria provided	Likely pathogenic	{'name': 'Multiple cutaneous and mucosal venous malformations', 'database': 'MedGen', 'id': 'C1838437'}
VCV000917873	RCV001175148	GRIN1	1	criteria provided, single submitter	Pathogenic	{'name': 'Neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal dominant', 'database': 'MedGen', 'id': 'C3280282'}
VCV000917874	RCV001175149	GRIN1	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal dominant', 'database': 'MedGen', 'id': 'C3280282'}
VCV000919842	RCV001842726	KCNQ1	1	criteria provided, single submitter	Uncertain significance	{'name': 'Cardiac arrhythmia', 'database': 'MedGen', 'id': 'C0003811'}
VCV000919842	RCV001875885	KCNQ1	2	criteria provided, multiple submitters, no conflicts	Uncertain significance	{'name': 'Long QT syndrome', 'database': 'MedGen', 'id': 'C0023976'}
VCV000919842	RCV005627409	KCNQ1	1	criteria provided, single submitter	Uncertain significance	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000919842	RCV006347450	KCNQ1	1	criteria provided, single submitter	Uncertain significance	{'name': 'Cardiovascular phenotype', 'database': 'MedGen', 'id': 'CN230736'}
VCV000922927	RCV001183277	RYR2	1	criteria provided, single submitter	Uncertain significance	{'name': 'Cardiomyopathy', 'database': 'MedGen', 'id': 'C0878544'}
VCV000922927	RCV001760136	RYR2	1	criteria provided, single submitter	Uncertain significance	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000922927	RCV002560841	RYR2	1	criteria provided, single submitter	Uncertain significance	{'name': 'Catecholaminergic polymorphic ventricular tachycardia 1', 'database': 'MedGen', 'id': 'C1631597'}
VCV000922927	RCV004008366	RYR2	1	criteria provided, single submitter	Uncertain significance	{'name': 'Catecholaminergic polymorphic ventricular tachycardia', 'database': 'MedGen', 'id': 'C5574922'}
VCV000923216	RCV001183733	PCSK9	1	criteria provided, conflicting classifications	Conflicting classifications of pathogenicity	{'name': 'Familial hypercholesterolemia', 'database': 'MedGen', 'id': 'C0020445'}
VCV000923216	RCV001450046	PCSK9	1	criteria provided, conflicting classifications	Conflicting classifications of pathogenicity	{'name': 'Hypercholesterolemia, autosomal dominant, 3', 'database': 'MedGen', 'id': 'C1863551'}
VCV000923216	RCV005702431	PCSK9	1	criteria provided, single submitter	Uncertain significance	{'name': 'Cardiovascular phenotype', 'database': 'MedGen', 'id': 'CN230736'}
VCV000923216	RCV006266606	PCSK9	1	criteria provided, single submitter	Likely pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000923275	RCV001843189	KCNQ1	1	criteria provided, single submitter	Uncertain significance	{'name': 'Cardiac arrhythmia', 'database': 'MedGen', 'id': 'C0003811'}
VCV000923275	RCV003532886	KCNQ1	2	criteria provided, multiple submitters, no conflicts	Uncertain significance	{'name': 'Long QT syndrome', 'database': 'MedGen', 'id': 'C0023976'}
VCV000928169	RCV001841157	SCN5A	2	criteria provided, multiple submitters, no conflicts	Uncertain significance	{'name': 'Cardiac arrhythmia', 'database': 'MedGen', 'id': 'C0003811'}
VCV000928169	RCV002484054	SCN5A	1	criteria provided, single submitter	Uncertain significance	{'name': 'Atrial fibrillation, familial, 10', 'database': 'MedGen', 'id': 'C3151464'};{'name': 'Brugada syndrome 1', 'database': 'MedGen', 'id': 'C4551804'};{'name': 'Dilated cardiomyopathy 1E', 'database': 'MedGen', 'id': 'C1832680'};{'name': 'Long QT syndrome 3', 'database': 'MedGen', 'id': 'C1859062'};{'name': 'Progressive familial heart block, type 1A', 'database': 'MedGen', 'id': 'C1879286'};{'name': 'SUDDEN INFANT DEATH SYNDROME', 'database': 'MedGen', 'id': 'C0038644'};{'name': 'Sick sinus syndrome 1', 'database': 'MedGen', 'id': 'C1837845'};{'name': 'Ventricular fibrillation, paroxysmal familial, type 1', 'database': 'MedGen', 'id': 'C2751898'}
VCV000928169	RCV003541290	SCN5A	1	criteria provided, single submitter	Uncertain significance	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000928790	RCV001193229	STAT3	1	criteria provided, single submitter	Uncertain significance	{'name': 'not specified', 'database': 'MedGen', 'id': 'CN169374'}
VCV000928790	RCV002560162	STAT3	1	criteria provided, single submitter	Uncertain significance	{'name': 'Hyper-IgE recurrent infection syndrome 1, autosomal dominant', 'database': 'MedGen', 'id': 'C2936739'};{'name': 'STAT3 gain of function', 'database': 'MedGen', 'id': 'C4288261'}
VCV000928790	RCV004559917	STAT3	0	no assertion criteria provided	Pathogenic	{'name': 'EBV-positive nodal T- and NK-cell lymphoma'}
VCV000929948	RCV001195290	CLCN3	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Neurodevelopmental disorder', 'database': 'MedGen', 'id': 'C1535926'}
VCV000929948	RCV001553775	CLCN3	0	no assertion criteria provided	Pathogenic	{'name': 'Neurodevelopmental delay', 'database': 'MedGen', 'id': 'C4022738'}
VCV000929948	RCV001597254	CLCN3	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Neurodevelopmental disorder with hypotonia and brain abnormalities', 'database': 'MedGen', 'id': 'C5561977'}
VCV000932412	RCV001200199	KCNT1	1	criteria provided, single submitter	Uncertain significance	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000932412	RCV001859213	KCNT1	1	criteria provided, single submitter	Uncertain significance	{'name': 'Autosomal dominant nocturnal frontal lobe epilepsy 5', 'database': 'MedGen', 'id': 'C3554306'};{'name': 'Developmental and epileptic encephalopathy, 14', 'database': 'MedGen', 'id': 'C3554195'}
VCV000932412	RCV002271190	KCNT1	1	criteria provided, single submitter	Uncertain significance	{'name': 'Developmental and epileptic encephalopathy, 14', 'database': 'MedGen', 'id': 'C3554195'}
VCV000932412	RCV002271191	KCNT1	1	criteria provided, single submitter	Uncertain significance	{'name': 'Autosomal dominant nocturnal frontal lobe epilepsy 5', 'database': 'MedGen', 'id': 'C3554306'}
VCV000934291	RCV001202650	NLRP3	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Cryopyrin associated periodic syndrome', 'database': 'MedGen', 'id': 'C2316212'}
VCV000937521	RCV001206547	FLNA	1	criteria provided, single submitter	Likely benign	{'name': 'Frontometaphyseal dysplasia', 'database': 'MedGen', 'id': 'C0265293'};{'name': 'Heterotopia, periventricular, X-linked dominant', 'database': 'MedGen', 'id': 'C1848213'};{'name': 'Melnick-Needles syndrome', 'database': 'MedGen', 'id': 'C0025237'};{'name': 'Oto-palato-digital syndrome, type II', 'database': 'MedGen', 'id': 'C1844696'}
VCV000937521	RCV001729813	FLNA	0	no classification provided	not provided	{'name': 'Macrothrombocytopenia', 'database': 'MedGen', 'id': 'C2751260'}
VCV000940166	RCV001209695	CASR	1	criteria provided, single submitter	Uncertain significance	{'name': 'Autosomal dominant hypocalcemia 1', 'database': 'MedGen', 'id': 'C3715128'};{'name': 'Familial hypocalciuric hypercalcemia', 'database': 'MedGen', 'id': 'C1809471'}
VCV000940899	RCV001210577	KCNH2	1	criteria provided, single submitter	Uncertain significance	{'name': 'Long QT syndrome', 'database': 'MedGen', 'id': 'C0023976'}
VCV000941237	RCV001210981	HCN4	1	criteria provided, single submitter	Uncertain significance	{'name': 'Brugada syndrome 8', 'database': 'MedGen', 'id': 'C2751083'}
VCV000954960	RCV001227511	PLCG2	1	criteria provided, single submitter	Pathogenic	{'name': 'Familial cold autoinflammatory syndrome 3', 'database': 'MedGen', 'id': 'C3280914'}
VCV000954960	RCV005367770	PLCG2	1	criteria provided, single submitter	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000955935	RCV001228656	KIT	1	criteria provided, single submitter	Uncertain significance	{'name': 'Gastrointestinal stromal tumor', 'database': 'MedGen', 'id': 'C0238198'}
VCV000955935	RCV004951367	KIT	1	criteria provided, single submitter	Uncertain significance	{'name': 'Hereditary cancer-predisposing syndrome', 'database': 'MedGen', 'id': 'C0027672'}
VCV000958203	RCV001231321	GUCA1A	1	criteria provided, single submitter	Uncertain significance	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000959995	RCV001233441	CASR	1	criteria provided, single submitter	Pathogenic	{'name': 'Autosomal dominant hypocalcemia 1', 'database': 'MedGen', 'id': 'C3715128'};{'name': 'Familial hypocalciuric hypercalcemia', 'database': 'MedGen', 'id': 'C1809471'}
VCV000959995	RCV003353236	CASR	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Nephrolithiasis/nephrocalcinosis', 'database': 'MedGen', 'id': 'CN580796'}
VCV000959995	RCV005909103	CASR	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Autosomal dominant hypocalcemia', 'database': 'MedGen', 'id': 'C4048195'}
VCV000964215	RCV001238399	CAPN5	1	criteria provided, single submitter	Uncertain significance	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000967403	RCV001242306	SMARCA4	1	criteria provided, single submitter	Pathogenic	{'name': 'Rhabdoid tumor predisposition syndrome 2', 'database': 'MedGen', 'id': 'C2750074'}
VCV000967403	RCV001269593	SMARCA4	2	criteria provided, multiple submitters, no conflicts	Pathogenic/Likely pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000967403	RCV002436951	SMARCA4	1	criteria provided, single submitter	Pathogenic	{'name': 'Hereditary cancer-predisposing syndrome', 'database': 'MedGen', 'id': 'C0027672'}
VCV000969069	RCV005057144	SLC6A1	1	criteria provided, single submitter	Uncertain significance	{'name': 'Epilepsy with myoclonic atonic seizures', 'database': 'MedGen', 'id': 'C0393702'}
VCV000969721	RCV006647983	CHRNA4	1	criteria provided, single submitter	Uncertain significance	{'name': 'Familial sleep-related hypermotor epilepsy', 'database': 'MedGen', 'id': 'C3696898'}
VCV000971813	RCV001247687	CACNA1A	1	criteria provided, single submitter	Pathogenic	{'name': 'Developmental and epileptic encephalopathy, 42', 'database': 'MedGen', 'id': 'C4310716'};{'name': 'Episodic ataxia type 2', 'database': 'MedGen', 'id': 'C1720416'}
VCV000971813	RCV001542498	CACNA1A	0	no assertion criteria provided	Likely pathogenic	{'name': 'Spinocerebellar ataxia type 6', 'database': 'MedGen', 'id': 'C0752124'}
VCV000971813	RCV002227258	CACNA1A	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Developmental and epileptic encephalopathy, 52', 'database': 'MedGen', 'id': 'C4479236'};{'name': 'Episodic ataxia type 2', 'database': 'MedGen', 'id': 'C1720416'};{'name': 'Migraine, familial hemiplegic, 1', 'database': 'MedGen', 'id': 'C1832884'};{'name': 'Spinocerebellar ataxia type 6', 'database': 'MedGen', 'id': 'C0752124'}
VCV000971813	RCV002272428	CACNA1A	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'Developmental and epileptic encephalopathy, 42', 'database': 'MedGen', 'id': 'C4310716'}
VCV000971813	RCV003246815	CACNA1A	1	criteria provided, single submitter	Pathogenic	{'name': 'Inborn genetic diseases', 'database': 'MedGen', 'id': 'C0950123'}
VCV000971813	RCV003322872	CACNA1A	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000971813	RCV005232218	CACNA1A	1	criteria provided, single submitter	Pathogenic	{'name': 'CACNA1A-related disorder'}
VCV000971813	RCV006443791	CACNA1A	1	criteria provided, single submitter	Pathogenic	{'name': 'Paroxysmal central nervous system disorders'}
VCV000973196	RCV001249588	PDGFRB	1	criteria provided, single submitter	Pathogenic	{'name': 'Infantile myofibromatosis', 'database': 'MedGen', 'id': 'C0432284'}
VCV000974617	RCV001290031	CLCN6	1	criteria provided, single submitter	Pathogenic	{'name': 'Abnormal speech pattern', 'database': 'MedGen', 'id': 'C3687424'};{'name': 'Abnormality of temperature regulation', 'database': 'MedGen', 'id': 'C1832160'};{'name': 'Abnormality of the respiratory system', 'database': 'MedGen', 'id': 'C4018871'};{'name': 'Abnormality of the skin', 'database': 'MedGen', 'id': 'C5848159'};{'name': 'Abnormality of vision', 'database': 'MedGen', 'id': 'C4025846'};{'name': 'EEG abnormality', 'database': 'MedGen', 'id': 'C0151611'};{'name': 'Feeding difficulties', 'database': 'MedGen', 'id': 'C0232466'};{'name': 'Global developmental delay', 'database': 'MedGen', 'id': 'C0557874'};{'name': 'Hypotonia', 'database': 'MedGen', 'id': 'C0026827'};{'name': 'Motor delay', 'database': 'MedGen', 'id': 'C1854301'};{'name': 'Movement disorder', 'database': 'MedGen', 'id': 'C0026650'};{'name': 'Neurogenic bladder', 'database': 'MedGen', 'id': 'C0005697'}
VCV000974617	RCV001291033	CLCN6	1	criteria provided, single submitter	Pathogenic	{'name': 'Neurodegeneration, childhood-onset, with hypotonia, respiratory insufficiency, and brain imaging abnormalities', 'database': 'MedGen', 'id': 'C5543020'}
VCV000975943	RCV001253083	SCN1A	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Severe myoclonic epilepsy in infancy', 'database': 'MedGen', 'id': 'C0751122'}
VCV000975943	RCV003325310	SCN1A	0	no assertion criteria provided	Likely pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000975943	RCV006466133	SCN1A	1	criteria provided, single submitter	Pathogenic	{'name': 'Early-infantile DEE', 'database': 'MedGen', 'id': 'C0393706'}
VCV000975970	RCV001253121	KCNQ3	1	criteria provided, single submitter	Uncertain significance	{'name': 'Seizures, benign familial neonatal, 2', 'database': 'MedGen', 'id': 'C1852581'}
VCV000975970	RCV001879865	KCNQ3	1	criteria provided, single submitter	Pathogenic	{'name': 'Benign neonatal seizures', 'database': 'MedGen', 'id': 'C0220669'}
VCV000975970	RCV003148958	KCNQ3	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000977461	RCV001255135	JAK1	0	no assertion criteria provided	Pathogenic	{'name': 'Autoinflammation, immune dysregulation, and eosinophilia', 'database': 'MedGen', 'id': 'C5436572'}
VCV000978212	RCV001256180	TRIO	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Intellectual developmental disorder, autosomal dominant 63, with macrocephaly', 'database': 'MedGen', 'id': 'C5394205'}
VCV000978356	RCV001256905	KCNH2	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Long QT syndrome 1', 'database': 'MedGen', 'id': 'C4551647'}
VCV000978356	RCV002471062	KCNH2	1	criteria provided, single submitter	Uncertain significance	{'name': 'Long QT syndrome 2', 'database': 'MedGen', 'id': 'C3150943'}
VCV000978810	RCV001352675	KCNN4	1	criteria provided, single submitter	Pathogenic	{'name': 'Dehydrated hereditary stomatocytosis with or without pseudohyperkalemia and/or perinatal edema', 'database': 'MedGen', 'id': 'C4551512'}
VCV000978934	RCV001257730	KCNQ3	1	criteria provided, single submitter	Pathogenic	{'name': 'Intellectual disability', 'database': 'MedGen', 'id': 'C3714756'}
VCV000981229	RCV001327973	TEK	0	no assertion criteria provided	Pathogenic	{'name': 'Abnormal cardiovascular system morphology', 'database': 'MedGen', 'id': 'C4049796'}
VCV000981229	RCV001799752	TEK	0	no assertion criteria provided	Pathogenic	{'name': 'Bockenheimer syndrome', 'database': 'MedGen', 'id': 'C5679814'}
VCV000981229	RCV002254341	TEK	1	criteria provided, single submitter	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000981229	RCV003458658	TEK	1	criteria provided, single submitter	Pathogenic	{'name': 'Vascular malformation', 'database': 'MedGen', 'id': 'C0158570'}
VCV000981230	RCV001327975	TEK	0	no assertion criteria provided	Pathogenic	{'name': 'Abnormal cardiovascular system morphology', 'database': 'MedGen', 'id': 'C4049796'}
VCV000981230	RCV003449820	TEK	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'Multiple cutaneous and mucosal venous malformations', 'database': 'MedGen', 'id': 'C1838437'}
VCV000981230	RCV006698366	TEK	1	criteria provided, single submitter	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000981231	RCV001327976	TEK	0	no assertion criteria provided	Pathogenic	{'name': 'Abnormal cardiovascular system morphology', 'database': 'MedGen', 'id': 'C4049796'}
VCV000981231	RCV003449821	TEK	1	criteria provided, single submitter	Pathogenic	{'name': 'Multiple cutaneous and mucosal venous malformations', 'database': 'MedGen', 'id': 'C1838437'}
VCV000981232	RCV001327977	TEK	0	no assertion criteria provided	Pathogenic	{'name': 'Abnormal cardiovascular system morphology', 'database': 'MedGen', 'id': 'C4049796'}
VCV000981232	RCV004562117	TEK	1	criteria provided, single submitter	Pathogenic	{'name': 'Multiple cutaneous and mucosal venous malformations', 'database': 'MedGen', 'id': 'C1838437'}
VCV000981258	RCV001260609	DNMT3A	1	criteria provided, single submitter	Uncertain significance	{'name': 'Intellectual disability', 'database': 'MedGen', 'id': 'C3714756'}
VCV000981258	RCV001879994	DNMT3A	1	criteria provided, conflicting classifications	Conflicting classifications of pathogenicity	{'name': 'Tatton-Brown-Rahman overgrowth syndrome', 'database': 'MedGen', 'id': 'C4014545'}
VCV000981258	RCV005909262	DNMT3A	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Hereditary pheochromocytoma and paraganglioma', 'database': 'MedGen', 'id': 'C4274332'}
VCV000982369	RCV001261942	CYP3A4	1	criteria provided, single submitter	Pathogenic	{'name': 'Vitamin D-dependent rickets, type 3', 'database': 'MedGen', 'id': 'C5436733'}
VCV000982892	RCV001262617	PAK1	2	criteria provided, multiple submitters, no conflicts	Likely pathogenic	{'name': 'Intellectual developmental disorder with macrocephaly, seizures, and speech delay', 'database': 'MedGen', 'id': 'C4748428'}
VCV000983211	RCV001263086	ABL1	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Congenital heart defects and skeletal malformations syndrome', 'database': 'MedGen', 'id': 'C4539857'}
VCV000983211	RCV003660878	ABL1	1	criteria provided, single submitter	Likely pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000983212	RCV001263087	ABL1	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Congenital heart defects and skeletal malformations syndrome', 'database': 'MedGen', 'id': 'C4539857'}
VCV000983212	RCV001527376	ABL1	1	criteria provided, single submitter	Pathogenic	{'name': 'Microcephaly', 'database': 'MedGen', 'id': 'C4551563'}
VCV000983213	RCV001263088	ABL1	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Congenital heart defects and skeletal malformations syndrome', 'database': 'MedGen', 'id': 'C4539857'}
VCV000983213	RCV002225818	ABL1	2	criteria provided, multiple submitters, no conflicts	Pathogenic/Likely pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000983289	RCV001263232	ODC1	0	no assertion criteria provided	Pathogenic	{'name': 'Neurodevelopmental disorder with alopecia and brain abnormalities', 'database': 'MedGen', 'id': 'C5436741'}
VCV000984818	RCV001265282	SCN2A	0	no assertion criteria provided	Uncertain significance	{'name': 'Complex neurodevelopmental disorder', 'database': 'MedGen', 'id': 'C5568766'}
VCV000984818	RCV001296431	SCN2A	1	criteria provided, single submitter	Pathogenic	{'name': 'Developmental and epileptic encephalopathy, 11', 'database': 'MedGen', 'id': 'C3150987'};{'name': 'Seizures, benign familial infantile, 3', 'database': 'MedGen', 'id': 'C1843140'}
VCV000984818	RCV001847216	SCN2A	0	no assertion criteria provided	Pathogenic	{'name': 'Developmental and epileptic encephalopathy', 'database': 'MedGen', 'id': 'C5779964'}
VCV000984952	RCV001265603	HERC1	1	criteria provided, single submitter	Pathogenic	{'name': 'Macrocephaly, dysmorphic facies, and psychomotor retardation', 'database': 'MedGen', 'id': 'C4310766'}
VCV000985841	RCV001266958	GRIK2	1	criteria provided, single submitter	Pathogenic	{'name': 'Inborn genetic diseases', 'database': 'MedGen', 'id': 'C0950123'}
VCV000985841	RCV001568406	GRIK2	0	no assertion criteria provided	Pathogenic	{'name': 'Gait ataxia', 'database': 'MedGen', 'id': 'C0751837'};{'name': 'Intellectual disability', 'database': 'MedGen', 'id': 'C3714756'};{'name': 'Severe global developmental delay', 'database': 'MedGen', 'id': 'C1837397'}
VCV000985841	RCV001574045	GRIK2	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000985841	RCV001751535	GRIK2	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'Neurodevelopmental disorder with impaired language and ataxia and with or without seizures', 'database': 'MedGen', 'id': 'C5562006'}
VCV000986305	RCV001267637	NARS1	2	criteria provided, multiple submitters, no conflicts	Pathogenic/Likely pathogenic	{'name': 'Neurodevelopmental disorder with microcephaly, impaired language, and gait abnormalities', 'database': 'MedGen', 'id': 'C5436783'}
VCV000986305	RCV004570660	NARS1	0	no assertion criteria provided	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000986832	RCV001267958	CDKN1C	1	criteria provided, single submitter	Likely pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000986832	RCV004814045	CDKN1C	0	no classification provided	not provided	{'name': 'IMAGe syndrome', 'database': 'MedGen', 'id': 'C1846009'}
VCV000986832	RCV005865475	CDKN1C	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Monogenic short statue'}
VCV000986989	RCV001268184	KCNA2	1	criteria provided, single submitter	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000986989	RCV001382054	KCNA2	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'Developmental and epileptic encephalopathy, 32', 'database': 'MedGen', 'id': 'C4225350'}
VCV000987088	RCV001268321	GABRA1	1	criteria provided, single submitter	Likely pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000987088	RCV002379971	GABRA1	1	criteria provided, single submitter	Uncertain significance	{'name': 'Inborn genetic diseases', 'database': 'MedGen', 'id': 'C0950123'}
VCV000987088	RCV004698858	GABRA1	1	criteria provided, single submitter	Likely pathogenic	{'name': 'GABRA1-related disorder'}
VCV000988626	RCV001270305	SAMD9	0	no assertion criteria provided	Pathogenic	{'name': 'Monosomy 7 myelodysplasia and leukemia syndrome 2', 'database': 'MedGen', 'id': 'C5436668'}
VCV000988790	RCV001270461	CACNA1F	0	no assertion criteria provided	Pathogenic	{'name': 'Congenital stationary night blindness 2A', 'database': 'MedGen', 'id': 'C1848172'}
VCV000988790	RCV003558787	CACNA1F	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000989236	RCV001270702	SYK	1	criteria provided, single submitter	Uncertain significance	{'name': 'Arthritis', 'database': 'MedGen', 'id': 'C0003864'};{'name': 'Colitis', 'database': 'MedGen', 'id': 'C0009319'};{'name': 'Immunodeficiency', 'database': 'MedGen', 'id': 'C0021051'};{'name': 'Skin rash', 'database': 'MedGen', 'id': 'C5779628'}
VCV000989237	RCV001270703	SYK	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Arthritis', 'database': 'MedGen', 'id': 'C0003864'};{'name': 'Colitis', 'database': 'MedGen', 'id': 'C0009319'};{'name': 'Decreased circulating immunoglobulin concentration', 'database': 'MedGen', 'id': 'C4048270'};{'name': 'Immunodeficiency', 'database': 'MedGen', 'id': 'C0021051'};{'name': 'Skin rash', 'database': 'MedGen', 'id': 'C5779628'}
VCV000989386	RCV001270908	SYK	1	criteria provided, single submitter	Pathogenic	{'name': 'Colitis', 'database': 'MedGen', 'id': 'C0009319'};{'name': 'Decreased circulating immunoglobulin concentration', 'database': 'MedGen', 'id': 'C4048270'};{'name': 'Immunodeficiency', 'database': 'MedGen', 'id': 'C0021051'};{'name': 'Joint swelling', 'database': 'MedGen', 'id': 'C0152031'};{'name': 'Skin rash', 'database': 'MedGen', 'id': 'C5779628'}
VCV000989386	RCV001527353	SYK	0	no assertion criteria provided	Pathogenic	{'name': 'Immunodeficiency 82 with systemic inflammation', 'database': 'MedGen', 'id': 'C5543581'}
VCV000989386	RCV001880221	SYK	1	criteria provided, single submitter	Uncertain significance	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000989387	RCV001270909	SYK	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Arthritis', 'database': 'MedGen', 'id': 'C0003864'};{'name': 'Colitis', 'database': 'MedGen', 'id': 'C0009319'};{'name': 'Decreased circulating immunoglobulin concentration', 'database': 'MedGen', 'id': 'C4048270'};{'name': 'Immunodeficiency', 'database': 'MedGen', 'id': 'C0021051'};{'name': 'Skin rash', 'database': 'MedGen', 'id': 'C5779628'}
VCV000989387	RCV002293255	SYK	0	no assertion criteria provided	Pathogenic	{'name': 'Immunodeficiency 82 with systemic inflammation', 'database': 'MedGen', 'id': 'C5543581'}
VCV000989389	RCV001270911	SYK	1	criteria provided, single submitter	Pathogenic	{'name': 'Arthritis', 'database': 'MedGen', 'id': 'C0003864'};{'name': 'Colitis', 'database': 'MedGen', 'id': 'C0009319'};{'name': 'Decreased circulating immunoglobulin concentration', 'database': 'MedGen', 'id': 'C4048270'};{'name': 'Immunodeficiency', 'database': 'MedGen', 'id': 'C0021051'};{'name': 'Skin rash', 'database': 'MedGen', 'id': 'C5779628'}
VCV000989389	RCV001527352	SYK	0	no assertion criteria provided	Pathogenic	{'name': 'Immunodeficiency 82 with systemic inflammation', 'database': 'MedGen', 'id': 'C5543581'}
VCV000992234	RCV001280623	WAS	1	criteria provided, single submitter	Likely pathogenic	{'name': 'X-linked severe congenital neutropenia', 'database': 'MedGen', 'id': 'C1845987'}
VCV000992234	RCV001509118	WAS	1	criteria provided, single submitter	Likely pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
