#Gene Symbol	Gene ID	cytoBand	Genomic Location	Haploinsufficiency Score	Haploinsufficiency Description	Haploinsufficiency PMID1	Haploinsufficiency PMID2	Haploinsufficiency PMID3	Haploinsufficiency PMID4	Haploinsufficiency PMID5	Haploinsufficiency PMID6	Triplosensitivity Score	Triplosensitivity Description	Triplosensitivity PMID1	Triplosensitivity PMID2	Triplosensitivity PMID3	Triplosensitivity PMID4	Triplosensitivity PMID5	Triplosensitivity PMID6	Date Last Evaluated	Haploinsufficiency Disease ID	Triplosensitivity Disease ID
SF3B4	10262	1q21.2	chr1:149895209-149899695	3	Sufficient evidence for dosage pathogenicity	22541558	23568615	24003905				0	No evidence available							2014-07-17	MONDO:0007943	
SGCE	8910	7q21.3	chr7:94214292-94285445	3	Sufficient evidence for dosage pathogenicity	16240355	11528394	12402271	20800530	18205193	15728306	0	No evidence available							2021-11-11	MONDO:0008044	
SGCG	6445	13q12.12	chr13:23734647-23899301	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009677	
SGSH	6448	17q25.3	chr17:78183075-78194132	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-02-12	MONDO:0009655	
SH2B1	25970	16p11.2	chr16:28857927-28885526	1	Little evidence for dosage pathogenicity	23160192	24971614	17235396	31439647	26031769		0	No evidence available							2021-07-13		
SH2D1A	4068	Xq25	chrX:123480413-123507010	3	Sufficient evidence for dosage pathogenicity	11049992	11159547	31144249				0	No evidence available							2021-01-27	MONDO:0024551	
SH3TC2	79628	5q32	chr5:148361713-148442625	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011113	
SHANK1	50944	19q13.33	chr19:51162512-51223059	1	Little evidence for dosage pathogenicity	34113010	36980980					0	No evidence available							2025-03-11	MONDO:0100038	
SHANK2	22941	11q13.3-q13.4	chr11:70313959-70963623	3	Sufficient evidence for dosage pathogenicity	20473310	22346768	20531469	35456494	32987185	25188300	0	No evidence available							2023-10-26	MONDO:0100038	
SHANK3	85358	22q13.33	chr22:51111251-51171640	3	Sufficient evidence for dosage pathogenicity	23758760	21984749	21779178				0	No evidence available							2018-08-14	MONDO:0011652	
SHH	6469	7q36.3	chr7:155592674-155605157	3	Sufficient evidence for dosage pathogenicity	10556296	12567406	22791840				0	No evidence available	19431187						2020-06-24	MONDO:0007733	
SHOC2	8036	10q25.2	chr10:112679128-112773423	0	No evidence available	24739123						0	No evidence available							2018-09-25		
SHROOM4	57477	Xp11.22	chrX:50334642-50557194	0	No evidence available							0	No evidence available							2012-10-10		
SI	6476	3q26.1	chr3:164696686-164796284	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009114	
SIGLEC5	8778	19q13.41	chr19:52114213-52133654	40	Dosage sensitivity unlikely	32487729	28406212	25807282	26940866	32461654		0	No evidence available							2021-02-02		
SIL1	64374	5q31.2	chr5:138282413-138534057	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2021-08-23	MONDO:0009567	
SIM1	6492	6q16.3	chr6:100832885-100912797	0	No evidence available							0	No evidence available							2012-04-25		
SIN3A	25942	15q24.2	chr15:75661720-75748156	3	Sufficient evidence for dosage pathogenicity	27399968	30267900					0	No evidence available							2020-01-13	MONDO:0013256	
SIX1	6495	14q23.1	chr14:61110139-61116195	0	No evidence available							0	No evidence available							2012-03-22		
SIX3	6496	2p21	chr2:45168841-45173210	3	Sufficient evidence for dosage pathogenicity	19346217	20157829	20531442				0	No evidence available							2020-09-23	MONDO:0007999	
SIX4	51804	14q23.1	chr14:61176257-61191069	0	No evidence available							0	No evidence available							2012-05-08		
SIX6	4990	14q23.1	chr14:60975864-60979568	0	No evidence available							0	No evidence available							2012-03-22		
SKI	6497	1p36.33-p36.32	chr1:2159758-2241652	0	No evidence available							0	No evidence available							2012-01-06		
SLC12A1	6557	15q21.1	chr15:48498499-48596275	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-04-28	MONDO:0100344	
SLC12A3	6559	16q13	chr16:56899119-56949762	30	Gene associated with autosomal recessive phenotype	21415153						0	No evidence available							2012-02-23	MONDO:0009904	
SLC13A5	284111	17p13.1	chr17:6588038-6616688	30	Gene associated with autosomal recessive phenotype	615905						0	No evidence available							2016-08-22	MONDO:0014392	
SLC16A12	387700	10q23.31	chr10:91190056-91295351	1	Little evidence for dosage pathogenicity	18304496						0	No evidence available							2011-12-21	MONDO:0012786	
SLC16A2	6567	Xq13.2	chrX:73641328-73753751	3	Sufficient evidence for dosage pathogenicity							0	No evidence available							2012-06-28	MONDO:0010354	
SLC17A5	26503	6q13	chr6:74303102-74363715	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0019366	
SLC17A8	246213	12q23.1	chr12:100750852-100815833	1	Little evidence for dosage pathogenicity	26797701	28647561					0	No evidence available							2022-02-08	MONDO:0019587	
SLC22A14	9389	3p22.2	chr3:38323785-38360066	40	Dosage sensitivity unlikely	32487729	22344438	28406212	25807282	32461654		0	No evidence available							2021-02-02		
SLC22A18	5002	11p15.4	chr11:2920921-2946476	0	No evidence available							0	No evidence available							2012-03-22		
SLC24A1	9187	15q22.31	chr15:65903688-65953340	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013450	
SLC25A1	6576	22q11.21	chr22:19163094-19166249	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0014072	
SLC25A12	8604	2q31.1	chr2:172639915-172750754	0	No evidence available							0	No evidence available							2012-01-19		
SLC25A13	10165	7q21.3	chr7:95749532-95951410	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011601	
SLC25A19	60386	17q25.1	chr17:73269073-73285514	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0000152	
SLC2A1	6513	1p34.2	chr1:43391024-43424539	3	Sufficient evidence for dosage pathogenicity	10980529	25532859	25564316				0	No evidence available							2016-03-24	MONDO:0012805	
SLC2A10	81031	20q13.12	chr20:45338288-45364986	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2018-02-01	MONDO:0008818	
SLC30A10	55532	1q41	chr1:220083787-220132440	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013208	
SLC34A1	6569	5q35.3	chr5:176811435-176825849	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0014851	
SLC34A2	10568	4p15.2	chr4:25657473-25680370	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009928	
SLC35A2	7355	Xp11.23	chrX:48760460-48769235	3	Sufficient evidence for dosage pathogenicity	27743886	24115232	23561849				0	No evidence available							2018-01-24	MONDO:0010478	
SLC35C1	55343	11p11.2	chr11:45825623-45834567	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009953	
SLC35D1	23169	1p31.3	chr1:67465033-67519831	30	Gene associated with autosomal recessive phenotype	19508970						0	No evidence available							2016-04-11	MONDO:0010013	
SLC37A4	2542	11q23.3	chr11:118894822-118901587	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0002413	
SLC38A5	92745	Xp11.23	chrX:48316927-48328648	0	No evidence available							0	No evidence available							2012-09-26		
SLC38A8	146167	16q23.3	chr16:84043272-84076400	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0012216	
SLC3A1	6519	2p21	chr2:44502619-44548633	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-03-21	MONDO:0009067	
SLC4A10	57282	2q24.2	chr2:162480926-162841780	1	Little evidence for dosage pathogenicity	17363630						0	No evidence available							2012-04-11		
SLC52A3	113278	20p13	chr20:740724-756628	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0024537	
SLC5A1	6523	22q12.3	chr22:32439248-32509016	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011731	
SLC6A1	6529	3p25.3	chr3:11034434-11080933	3	Sufficient evidence for dosage pathogenicity	23020937	25865495	28849312				0	No evidence available							2019-09-25	MONDO:0100038	
SLC6A18	348932	5p15.33	chr5:1225496-1246304	40	Dosage sensitivity unlikely	32487729	22344438	28406212	25807282	32461654		0	No evidence available							2021-02-02		
SLC6A3	6531	5p15.33	chr5:1392909-1445555	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0054835	
SLC6A4	6532	17q11.2	chr17:28521337-28562715	0	No evidence available							0	No evidence available							2012-05-10		
SLC6A8	6535	Xq28	chrX:152953381-152962048	3	Sufficient evidence for dosage pathogenicity	29478817	23644449	23660394				0	No evidence available							2020-11-10	MONDO:0010305	
SLC7A7	9056	14q11.2	chr14:23242431-23289000	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009109	
SLC7A9	11136	19q13.11	chr19:33321417-33360673	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2021-08-23	MONDO:0009067	
SLC9A6	10479	Xq26.3	chrX:135067594-135129428	3	Sufficient evidence for dosage pathogenicity	18342287	21812100	24630051				0	No evidence available							2020-12-08	MONDO:0010278	
SLURP1	57152	8q24.3	chr8:143822367-143823824	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2017-06-08	MONDO:0009552	
SMAD2	4087	18q21.1	chr18:45335328-45457243	0	No evidence available							0	No evidence available							2018-06-28		
SMAD3	4088	15q22.33	chr15:67357940-67487507	3	Sufficient evidence for dosage pathogenicity	30661052	29907982	29392890				0	No evidence available							2020-04-22	MONDO:0013426	
SMAD4	4089	18q21.2	chr18:48556583-48611412	3	Sufficient evidence for dosage pathogenicity	17873119	20101697	18823382				0	No evidence available							2020-12-16	MONDO:0008278	
SMARCA2	6595	9p24.3	chr9:2015347-2193624	0	No evidence available							0	No evidence available							2013-03-27	MONDO:0011053	
SMARCA4	6597	19p13.2	chr19:11071706-11172949	3	Sufficient evidence for dosage pathogenicity	20137775	23775540	33907931	25060813	24658001	24658004	0	No evidence available							2024-07-24	MONDO:0013224	
SMARCB1	6598	22q11.23|22q11	chr22:24129153-24180196	3	Sufficient evidence for dosage pathogenicity	21108436	29706634	18285426				0	No evidence available							2020-04-22	MONDO:0012252	
SMARCE1	6605	17q21.2	chr17:38781214-38804070	3	Sufficient evidence for dosage pathogenicity	23377182	27891692	25143307	26803492	37164167	30421029	0	No evidence available							2024-12-11	MONDO:0011789	
SMC1A	8243	Xp11.22	chrX:53401070-53449677	3	Sufficient evidence for dosage pathogenicity	24896178	26386245	28166369				0	No evidence available							2018-07-23	MONDO:0010370	
SMC3	9126	10q25.2	chr10:112327453-112365806	1	Little evidence for dosage pathogenicity	38297832	31178897	25125236	28191889			0	No evidence available							2025-04-08		
SMOC1	64093	14q24.2	chr14:70346133-70499083	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0008800	
SMOC2	64094	6q27	chr6:168841864-169068672	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0007436	
SMS	6611	Xp22.11	chrX:21958827-22012955	3	Sufficient evidence for dosage pathogenicity	14508504	18550699	19206178				0	No evidence available							2012-08-23	MONDO:0010664	
SNAP29	9342	22q11.21	chr22:21213295-21245502	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012290	
SNORD107	91380	15q11.2	chr15:25227141-25227215	0	No evidence available							0	No evidence available							2012-04-24		
SNORD108	338427	15q11.2	chr15:25232072-25232140	0	No evidence available							0	No evidence available							2012-07-06		
SNORD109B	338429	15q11.2	chr15:25523490-25523556	0	No evidence available							0	No evidence available							2012-04-28		
SNORD64	347686	15q11.2	chr15:25230247-25230313	0	No evidence available							0	No evidence available							2012-07-06		
SNORD8	319103	14q11.2	chr14:21865452-21865560	0	No evidence available							0	No evidence available							2015-03-11		
SNORD9	692053	14q11.2	chr14:21860310-21860412	0	No evidence available							0	No evidence available							2015-03-11		
SNRPN	6638	15q11.2	chr15:25068784-25223870	0	No evidence available							0	No evidence available							2012-10-26		
SNURF	8926	15q11.2	chr15:25200134-25223870	1	Little evidence for dosage pathogenicity	22511895	28554868	27659713	24311433			0	No evidence available							2023-03-28		
SNX10	29887	7p15.2	chr7:26331482-26414003	30	Gene associated with autosomal recessive phenotype	29620724	23280965	29090071	27391121	36526684	27391121	0	No evidence available							2025-05-15	MONDO:0014040	
SOBP	55084	6q21	chr6:107811321-107982510	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013353	
SON	6651	21q22.11	chr21:34915344-34949787	3	Sufficient evidence for dosage pathogenicity	25590979	27256762	27545680				0	No evidence available							2019-04-24	MONDO:0014936	
SOS1	6654	2p22.1	chr2:39208690-39352009	0	No evidence available	21387466						0	No evidence available							2012-03-30		
SOST	50964	17q21.31	chr17:41831106-41836159	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-08-22	MONDO:0010016	
SOX10	6663	22q13.1	chr22:38368319-38380562	3	Sufficient evidence for dosage pathogenicity	17999358	9462749	10077527				0	No evidence available							2013-07-18	MONDO:0013202	
SOX11	6664	2p25.2	chr2:5832516-5841517	3	Sufficient evidence for dosage pathogenicity	18992374	26543203	24886874	35341651	39333428		0	No evidence available							2024-11-21	MONDO:0014376	
SOX2	6657	3q26.33	chr3:181429713-181432224	3	Sufficient evidence for dosage pathogenicity	17522144	16543359	12612584				0	No evidence available							2012-07-06	MONDO:0008799	
SOX3	6658	Xq27.1	chrX:139585150-139587234	0	No evidence available							2	Some evidence for dosage pathogenicity	15800844	35098650	25900196	26352083	31678974	25791725	2023-01-10		MONDO:0010252
SOX5	6660	12p12.1	chr12:23682438-24715425	3	Sufficient evidence for dosage pathogenicity	22290657	23498568	23220431				0	No evidence available							2016-08-19	MONDO:0014778	
SOX8	30812	16p13.3	chr16:1031770-1036979	0	No evidence available			18492098				0	No evidence available							2012-02-22		
SOX9	6662	17q24.3	chr17:70117161-70122557	3	Sufficient evidence for dosage pathogenicity	7990924	9002675	8001137	29542186	25983619		0	No evidence available							2023-05-10	MONDO:0007251	
SPAST	6683	2p22.3	chr2:32288625-32382706	3	Sufficient evidence for dosage pathogenicity	24690193	28572275	15667412				0	No evidence available							2019-09-25	MONDO:0008438	
SPATA7	55812	14q31.3	chr14:88852001-88904804	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011415	
SPEG	10290	2q35	chr2:220299565-220358351	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014418	
SPEN	23013	1p36.21-p36.13	chr1:16174202-16266951	1	Little evidence for dosage pathogenicity	25363768	27525107	28135719				0	No evidence available							2019-03-27	MONDO:0100038	
SPG21	51324	15q22.31	chr15:65255363-65282252	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009568	
SPG7	6687	16q24.3	chr16:89574796-89624176	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011803	
SPINK1	6690	5q32	chr5:147204145-147218759	3	Sufficient evidence for dosage pathogenicity	17681820	22427236	10835640	16823394	27578509	14722925	0	No evidence available							2021-10-25	MONDO:0008185	
SPINK5	11005	5q32	chr5:147443543-147516945	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009735	
SPP2	6694	2q37.1	chr2:234959346-234985778	0	No evidence available							0	No evidence available							2019-02-27		
SPRED1	161742	15q14	chr15:38545037-38649450	3	Sufficient evidence for dosage pathogenicity	17704776	19443465					0	No evidence available							2013-03-14	MONDO:0012669	
SRCAP	10847	16p11.2	chr16:30710492-30752730	1	Little evidence for dosage pathogenicity	28263302	25363768					0	No evidence available							2018-05-31		
SRD5A2	6716	2p23.1	chr2:31747550-31806007	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-08-22	MONDO:0009923	
SRPX2	27286	Xq22.1	chrX:99899196-99930785	0	No evidence available							0	No evidence available							2012-07-25		
SRRM2	23524	16p13.3	chr16:2802639-2821413	3	Sufficient evidence for dosage pathogenicity	35567594						0	No evidence available							2024-02-13	MONDO:0100038	
SRSF11	9295	1p31.1	chr1:70671379-70718735	1	Little evidence for dosage pathogenicity	25363760	28263302	30257206	33057194			0	No evidence available							2025-04-08	MONDO:0100038	
SRY	6736	Yp11.2	chrY:2654896-2655723	3	Sufficient evidence for dosage pathogenicity	1639410	1339396	7987333				0	No evidence available							2020-12-22	MONDO:0020712	
ST14	6768	11q24.3	chr11:130029677-130080257	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011218	
ST3GAL5	8869	2p11.2	chr2:86064243-86116157	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2014-09-25	MONDO:0018274	
STAG1	10274	3q22.3	chr3:136055078-136471220	3	Sufficient evidence for dosage pathogenicity	28119487	30158690	34440290	39336775	39224759		0	No evidence available							2025-01-22	MONDO:0100038	
STAG2	10735	Xq25	chrX:123094410-123236506	3	Sufficient evidence for dosage pathogenicity	28296084	30158690	31334757	33758131			0	No evidence available							2023-01-25	MONDO:0020119	
STARD9	57519	15q15.2	chr15:42867804-43013196	0	No evidence available	28777490	28440294					Not yet evaluated	Not yet evaluated							2023-10-10		
STAT1	6772	2q32.2	chr2:191833875-191878897	0	No evidence available							0	No evidence available							2013-09-18		
STIL	6491	1p33	chr1:47715811-47780568	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012989	
STK11	6794	19p13.3	chr19:1205777-1228430	3	Sufficient evidence for dosage pathogenicity	2563227	20623358	23892522	28231849			0	No evidence available							2021-11-10	MONDO:0008280	
STRC	161497	15q15.3	chr15:43891761-43910998	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011364	
STS	412	Xp22.31	chrX:7065331-7272682	3	Sufficient evidence for dosage pathogenicity	2813406	10692123	9252398				0	No evidence available							2018-09-13	MONDO:0010622	
STT3A	3703	11q24.2	chr11:125462747-125492986	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2014-08-29	MONDO:0014270	
STUB1	10273	16p13.3	chr16:730410-732801	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0014339	
STX11	8676	6q24.2	chr6:144471654-144513076	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011336	
STXBP1	6812	9q34.11	chr9:130374191-130458308	3	Sufficient evidence for dosage pathogenicity	19557857	23409955					0	No evidence available							2013-06-20	MONDO:0012812	
SUCLG1	8802	2p11.2	chr2:84650652-84686404	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009504	
SUMF1	285362	3p26.1	chr3:4402830-4508953	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0010088	
SUPT16H	11198	14q11.2	chr14:21819635-21852178	0	No evidence available							0	No evidence available							2012-05-09		
SURF1	6834	9q34.2	chr9:136218613-136223363	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009723	
SUZ12	23512	17q11.2	chr17:30264026-30328057	0	No evidence available							0	No evidence available							2012-07-06		
SYN1	6853	Xp11.3-p11.23	chrX:47431300-47479256	3	Sufficient evidence for dosage pathogenicity	14985377	21441247	34243774	34078716	30390306		0	No evidence available							2022-07-12	MONDO:0100148	
SYNCRIP	10492	6q14.3	chr6:86317502-86352604	3	Sufficient evidence for dosage pathogenicity	34157790	33874999					0	No evidence available							2024-04-15	MONDO:0800456	
SYNE4	163183	19q13.12	chr19:36494209-36499715	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014237	
SYNGAP1	8831	6p21.32	chr6:33387842-33421466	3	Sufficient evidence for dosage pathogenicity	26989088	30541864	21237447  19196676	25533962	23708187	26079862	0	No evidence available							2021-11-09	MONDO:0100038	
SYP	6855	Xp11.23	chrX:49044268-49056652	1	Little evidence for dosage pathogenicity	19377476						0	No evidence available							2018-09-26	MONDO:0010429	
SYT14	255928	1q32.2	chr1:210111562-210344734	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013645	
TAB2	23118	6q25.1	chr6:149539062-149732743	1	Little evidence for dosage pathogenicity	27452334	28464518	31959127				0	No evidence available							2020-05-27	MONDO:0014000	
TACSTD2	4070	1p32.1	chr1:59041105-59042924	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0008777	
TAF13	6884	1p13.3	chr1:109606762-109618625	1	Little evidence for dosage pathogenicity	24463507						0	No evidence available							2019-05-22	MONDO:0005090	
TAF2	6873	8q24.12	chr8:120743014-120845081	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014273	
TAOK1	57551	17q11.2	chr17:27717381-27878921	3	Sufficient evidence for dosage pathogenicity	33565190	35091509	31230721	34740920			0	No evidence available							2023-06-28	MONDO:0000508	
TARDBP	23435	1p36.22	chr1:11072711-11085549	0	No evidence available	19959528	18931000					0	No evidence available							2018-09-25		
TBC1D20	128637	20p13	chr20:416124-443177	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014296	
TBC1D5	9779	3p24.3	chr3:17198654-17784123	0	No evidence available							0	No evidence available							2015-10-30		
TBCE	6905	1q42.3	chr1:235530742-235615756	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-05-17	MONDO:0009426	
TBL1XR1	79718	3q26.32	chr3:176737132-176915270	3	Sufficient evidence for dosage pathogenicity	22495309	25425123	26740553				1	Little evidence for dosage pathogenicity	28574232						2019-03-27	MONDO:0014842	
TBR1	10716	2q24.2	chr2:162272808-162282381	3	Sufficient evidence for dosage pathogenicity	24458984	25849321	23160955				0	No evidence available							2018-01-24	MONDO:0100038	
TBX1	6899	22q11.21	chr22:19744226-19771116	1	Little evidence for dosage pathogenicity	25860641	30083032	29500247	23828768	26036351		0	No evidence available							2024-06-11	MONDO:0008644	
TBX2	6909	17q23.2	chr17:59477204-59486827	1	Little evidence for dosage pathogenicity	28372585						0	No evidence available							2018-08-08		
TBX20	57057	7p14.2	chr7:35242042-35293711	2	Some evidence for dosage pathogenicity	17668378	30820038	27510170	28553164			0	No evidence available							2023-05-10	MONDO:0005267	
TBX22	50945	Xq21.1	chrX:79270252-79287273	3	Sufficient evidence for dosage pathogenicity	11559848	14729838	17868388	22784330	25373698	29932061	0	No evidence available							2023-03-28	MONDO:0010560	
TBX3	6926	12q24.21	chr12:115108060-115121980	3	Sufficient evidence for dosage pathogenicity	12668170	28145909	12116211				0	No evidence available							2020-09-23	MONDO:0008411	
TBX4	9496	17q23.2	chr17:59529783-59562471	3	Sufficient evidence for dosage pathogenicity	15106123	23592887	29120062				0	No evidence available							2019-12-11	MONDO:0007841	
TBX5	6910	12q24.21	chr12:114791716-114846247	3	Sufficient evidence for dosage pathogenicity	24664498	10077612	12818525				0	No evidence available							2020-07-29	MONDO:0007732	
TCF12	6938	15q21.3	chr15:57210288-57583508	3	Sufficient evidence for dosage pathogenicity	23354436	25271085	30858722	27158814	24648389		0	No evidence available							2023-08-16	MONDO:0014128	
TCF20	6942	22q13.2|22q13.3	chr22:42556019-42679933	3	Sufficient evidence for dosage pathogenicity	27436265	25228304	28135719				0	No evidence available							2019-06-26	MONDO:0100038	
TCF4	6925	18q21.2	chr18:52889416-53303188	3	Sufficient evidence for dosage pathogenicity	17478476	29604340	22045651				0	No evidence available							2020-07-08	MONDO:0012589	
TCF7L2	6934	10q25.2-q25.3	chr10:114710006-114927437	1	Little evidence for dosage pathogenicity	25363768						0	No evidence available							2019-03-27	MONDO:0100038	
TCIRG1	10312	11q13.2	chr11:67806492-67818362	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009815	
TCN2	6948	22q12.2	chr22:31003161-31023258	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0010149	
TCOF1	6949	5q32-q33.1	chr5:149737260-149779856	3	Sufficient evidence for dosage pathogenicity	9042910	12114482	15340364	8875242	22317976	25790162	0	No evidence available							2021-04-28	MONDO:0007944	
TCTN1	79600	12q24.11	chr12:111051934-111087235	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-03-23	MONDO:0013608	
TCTN2	79867	12q24.31	chr12:124155660-124192946	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013482	
TDGF1	6997	3p21.31	chr3:46616025-46623947	1	Little evidence for dosage pathogenicity	12073012						0	No evidence available							2011-12-27		
TDP1	55775	14q32.11	chr14:90422271-90511108	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011801	
TECPR2	9895	14q32.31	chr14:102829278-102968814	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014016	
TECTA	7007	11q23.3	chr11:120971952-121062199	30	Gene associated with autosomal recessive phenotype	12746400	28012541	21520338				0	No evidence available							2018-02-07	MONDO:0011351	
TEX26	122046	13q12.3	chr13:31506793-31549637	40	Dosage sensitivity unlikely	32487729	25807282	32461654				0	No evidence available							2021-02-03		
TFAP2B	7021	6p12.3	chr6:50786584-50815332	3	Sufficient evidence for dosage pathogenicity	21643846	24507797	15684060	30579973	31292255		0	No evidence available							2023-04-11	MONDO:0008209	
TFR2	7036	7q22.1	chr7:100218043-100239175	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011417	
TGFBR1	7046	9q22.33	chr9:101867395-101916474	3	Sufficient evidence for dosage pathogenicity	21358634	29706644	33256177	25525159			0	No evidence available							2024-02-13	MONDO:0007566	
TGFBR2	7048	3p24.1	chr3:30647994-30735634	0	No evidence available	18781618	16928994					0	No evidence available							2024-06-26	MONDO:0012427	
TGIF1	7050	18p11.31	chr18:3412007-3459976	3	Sufficient evidence for dosage pathogenicity	16962354	12522553	22125506				0	No evidence available							2012-05-10	MONDO:0007734	
TGM1	7051	14q12	chr14:24718320-24732383	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009441	
TGM5	9333	15q15.2	chr15:43524788-43559126	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012345	
THRA	7067	17q21.1	chr17:38218446-38250120	0	No evidence available							0	No evidence available							2013-08-22		
TIGD6	81789	5q32	chr5:149372681-149380217	40	Dosage sensitivity unlikely	32487729	22344438	25807282	28406212	26940866	32461654	0	No evidence available							2021-02-03		
TIMM8A	1678	Xq22.1	chrX:100600649-100603730	3	Sufficient evidence for dosage pathogenicity	11405816	17471106	22736418	17851739	30634948	31903733	0	No evidence available							2021-03-24	MONDO:0010578	
TJP2	9414	9q21.11	chr9:71736180-71870124	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0014381	
TLX3	30012	5q35.1	chr5:170736252-170739143	0	No evidence available							0	No evidence available							2018-09-25		
TMC6	11322	17q25.3	chr17:76103478-76128508	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009176	
TMC8	147138	17q25.3	chr17:76126852-76139049	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009176	
