#Gene Symbol	Gene ID	cytoBand	Genomic Location	Haploinsufficiency Score	Haploinsufficiency Description	Haploinsufficiency PMID1	Haploinsufficiency PMID2	Haploinsufficiency PMID3	Haploinsufficiency PMID4	Haploinsufficiency PMID5	Haploinsufficiency PMID6	Triplosensitivity Score	Triplosensitivity Description	Triplosensitivity PMID1	Triplosensitivity PMID2	Triplosensitivity PMID3	Triplosensitivity PMID4	Triplosensitivity PMID5	Triplosensitivity PMID6	Date Last Evaluated	Haploinsufficiency Disease ID	Triplosensitivity Disease ID
RAB28	9364	4p15.33	chr4:13367724-13484340	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0014153	
RAB39B	116442	Xq28	chrX:155258235-155264491	3	Sufficient evidence for dosage pathogenicity	20159109	21076407	23871722				0	No evidence available							2020-05-29	MONDO:0010289	
RAB3GAP1	22930	2q21.3	chr2:135052292-135176396	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0010822	
RAB3GAP2	25782	1q41	chr1:220148293-220272453	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0015159	
RABL2A	11159	2q14.1	chr2:113627266-113643392	40	Dosage sensitivity unlikely	32487729	25807282	32461654				0	No evidence available							2021-02-02		
RAD21	5885	8q24.11	chr8:116845934-116874776	3	Sufficient evidence for dosage pathogenicity	32193685	30716475	30919572	33277604	27882533	32696056	0	No evidence available							2022-03-08	MONDO:0016033	
RAD50	10111	5q31.1	chr5:132556977-132646349	1	Little evidence for dosage pathogenicity				38924040		37790698	0	No evidence available							2025-03-12		
RAD51C	5889	17q22	chr17:58692573-58735611	3	Sufficient evidence for dosage pathogenicity	21990120	24800917	20400964				0	No evidence available							2020-07-08	MONDO:0013253	
RAD51D	5892	17q12	chr17:35092221-35119860	3	Sufficient evidence for dosage pathogenicity	32359370	34923718					0	No evidence available							2024-01-09	MONDO:0016248	
RAF1	5894	3p25.2	chr3:12583601-12664117	0	No evidence available							0	No evidence available							2018-09-13		
RAG1	5896	11p12	chr11:36510353-36579762	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0000572	
RAG2	5897	11p12	chr11:36590996-36598236	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011338	
RAI1	10743	17p11.2	chr17:17681458-17811453	3	Sufficient evidence for dosage pathogenicity	12652298	15565467	15788730				0	No evidence available							2020-10-13	MONDO:0008434	
RALGAPB	57148	20q11.23	chr20:38472843-38578858	1	Little evidence for dosage pathogenicity	30564305	23934111	25363760				0	No evidence available							2019-02-27	MONDO:0100038	
RARS2	57038	6q15	chr6:87513938-87589987	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-04-08	MONDO:0012683	
RASA1	5921	5q14.3	chr5:87267883-87391916	3	Sufficient evidence for dosage pathogenicity	24038909	29891884					0	No evidence available							2020-04-22	MONDO:0020783	
RAX	30062	18q21.32	chr18:59267038-59273454	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012604	
RB1	5925	13q14.2	chr13:48303751-48481890	3	Sufficient evidence for dosage pathogenicity	2601691	8651278	28575107	27126562			0	No evidence available							2021-03-09	MONDO:0008380	
RB1CC1	9821	8q11.23	chr8:52622458-52714435	1	Little evidence for dosage pathogenicity	28263302	21822266					0	No evidence available	26151896	21841781					2018-07-25		
RBBP8	5932	18q11.2	chr18:22914139-23026486	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011715	
RBP3	5949	10q11.22	chr10:47348363-47357881	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014093	
RCAN1	1827	21q22.12	chr21:34516442-34615113	0	No evidence available							0	No evidence available							2012-04-26		
RDX	5962	11q22.3	chr11:110174922-110296614	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0012602	
RECQL	5965	12p12.1	chr12:21468910-21501635	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2024-09-11		
RELN	5649	7q22.1	chr7:103471789-103989658	0	No evidence available							0	No evidence available							2023-12-14	MONDO:0100038	
RET	5979	10q11.21	chr10:43077069-43130351	3	Sufficient evidence for dosage pathogenicity	11694544	11953745	30970187				0	No evidence available							2020-08-26	MONDO:0007723	
RETREG1	54463	5p15.1	chr5:16473053-16616997	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013142	
RFX6	222546	6q22.1	chr6:116877242-116932161	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-09-18	MONDO:0017400	
RIMS1	22999	6q13	chr6:71886550-72403145	1	Little evidence for dosage pathogenicity	22542183	25284784	27824329				0	No evidence available							2018-01-24	MONDO:0005258	
RIN2	54453	20p11.23	chr20:19757599-20002456	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013115	
RINT1	60561	7q22.3	chr7:105532201-105567677	0	No evidence available	33099839						0	No evidence available							2024-07-10		
RIPK4	54101	21q22.3	chr21:41739373-41767052	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009901	
RMND1	55005	6q25.1	chr6:151404762-151452126	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013969	
RMRP	6023	9p13.3	chr9:35657750-35658019	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009595	
RNASEH2A	10535	19p13.13	chr19:12806584-12813640	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012472	
RNF135	84282	17q11.2	chr17:30958921-30999911	0	No evidence available	17632510	19291764	30665703				0	No evidence available							2021-09-22		
RNF168	165918	3q29	chr3:196468783-196503768	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0012764	
RNF32	140545	7q36.3	chr7:156640204-156677130	40	Dosage sensitivity unlikely	32487729	22344438	25807282	32461654			0	No evidence available							2021-02-02		
ROBO1	6091	3p12.3	chr3:78597239-79767998	0	No evidence available	16254601						0	No evidence available							2018-09-25		
ROBO3	64221	11q24.2	chr11:124865432-124881471	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0020790	
ROGDI	79641	16p13.3	chr16:4796968-4802633	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-02-12	MONDO:0009185	
ROR2	4920	9q22.31	chr9:91722601-91950228	0	No evidence available							0	No evidence available							2013-03-27		
RORB	6096	9q21.13	chr9:74497335-74693177	3	Sufficient evidence for dosage pathogenicity	27352968	32162308	38165337				0	No evidence available							2025-01-14	MONDO:0100038	
RP2	6102	Xp11.3	chrX:46837043-46882358	3	Sufficient evidence for dosage pathogenicity	16969763	9697692	10090907				0	No evidence available							2012-10-04	MONDO:0010723	
RPE65	6121	1p31.3	chr1:68428822-68449954	30	Gene associated with autosomal recessive phenotype	9326927	9326941	9501220				0	No evidence available							2025-02-27	MONDO:0100368	
RPGRIP1	57096	14q11.2	chr14:21280083-21351301	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013446	
RPH3A	22895	12q24.13	chr12:112575236-112898881	1	Little evidence for dosage pathogenicity	28263302	22083728					0	No evidence available							2018-07-25		
RPL10	6134	Xq28	chrX:154398065-154402339	0	No evidence available							0	No evidence available							2018-10-24	MONDO:0100038	
RPL15	6138	3p24.2	chr3:23916545-23924631	1	Little evidence for dosage pathogenicity	23812780						0	No evidence available							2014-07-16		
RPS17	6218	15q25.2	chr15:82536750-82540457	3	Sufficient evidence for dosage pathogenicity	23812780	20378560	17647292				0	No evidence available							2015-12-10	MONDO:0012924	
RPS19	6223	19q13.2	chr19:41860255-41872925	3	Sufficient evidence for dosage pathogenicity	10590074	15384984	15059149	20960466			0	No evidence available							2021-03-24	MONDO:0007110	
RPS20	6224	8q12.1	chr8:56067254-56074506	0	No evidence available							0	No evidence available							2024-12-12		
RPS24	6229	10q22.3	chr10:78033863-78056806	3	Sufficient evidence for dosage pathogenicity	23812780	17186470	29044489	25946618	19689926	26136524	0	No evidence available							2025-04-09	MONDO:0012529	
RPS26	6231	12q13.2	chr12:56041918-56044697	3	Sufficient evidence for dosage pathogenicity	23812780						0	No evidence available							2019-10-23	MONDO:0013217	
RPS6KA3	6197	Xp22.12	chrX:20149911-20267097	3	Sufficient evidence for dosage pathogenicity	8955270	9837815	16879200	26297997	31400053		0	No evidence available							2022-06-14	MONDO:0010561	
RS1	6247	Xp22.13	chrX:18639688-18672108	3	Sufficient evidence for dosage pathogenicity	24138048	32300273					0	No evidence available							2021-08-02	MONDO:0010725	
RSPH1	89765	21q22.3	chr21:42472486-42496224	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0014202	
RSPH4A	345895	6q22.1	chr6:116616479-116632985	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012978	
RSPO4	343637	20p13	chr20:958452-1002311	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0008798	
RTTN	25914	18q22.2	chr18:70003031-70205687	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013907	
RUNX1	861	21q22.12	chr21:34787801-35049302	3	Sufficient evidence for dosage pathogenicity	31723833	18478040	19357396	33616470			0	No evidence available							2023-06-14	MONDO:0100083	
RXFP2	122042	13q13.1	chr13:31739526-31803389	0	No evidence available							0	No evidence available							2012-07-06		
RYR1	6261	19q13.2	chr19:38433691-38587564	0	No evidence available							0	No evidence available							2015-11-12		
RYR2	6262	1q43	chr1:237042184-237833988	0	No evidence available							0	No evidence available							2015-11-05	MONDO:0017990	
SACS	26278	13q12.12	chr13:23328830-23433702	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0010041	
SALL1	6299	16q12.1	chr16:51135982-51152334	1	Little evidence for dosage pathogenicity	22308078	16429401					0	No evidence available							2021-01-27	MONDO:0054581	
SALL4	57167	20q13.2	chr20:51782331-51802521	3	Sufficient evidence for dosage pathogenicity	16086360	30552424	17256792				0	No evidence available							2021-01-11	MONDO:0011812	
SAMD9	54809	7q21.2	chr7:93099518-93117979	0	No evidence available							Not yet evaluated	Not yet evaluated							2024-05-14	MONDO:0012502	
SAMHD1	25939	20q11.23	chr20:36889773-36951708	30	Gene associated with autosomal recessive phenotype	19525956	20358604	20653736				0	No evidence available							2025-03-28	MONDO:0700260	
SATB2	23314	2q33.1	chr2:199269500-199471266	3	Sufficient evidence for dosage pathogenicity	28139846	28151491					0	No evidence available							2020-07-15	MONDO:0100147	
SBDS	51119	7q11.21	chr7:66987680-66995586	30	Gene associated with autosomal recessive phenotype	15284109	22491737	35969835	32293785			0	No evidence available							2024-05-08	MONDO:0009833	
SBF2	81846	11p15.4	chr11:9778668-10303837	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011475	
SCARB2	950	4q21.1	chr4:76158737-76234532	0	No evidence available							0	No evidence available							2012-07-06		
SCARF2	91179	22q11.21	chr22:20424584-20437825	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0010959	
SCN1A	6323	2q24.3	chr2:165984641-166149161	3	Sufficient evidence for dosage pathogenicity	11359211	11940708	18930999				0	No evidence available							2012-07-06	MONDO:0100079	
SCN1B	6324	19q13.11	chr19:35030470-35040449	0	No evidence available							0	No evidence available							2019-09-04		
SCN2A	6326	2q24.3	chr2:165239414-165392304	3	Sufficient evidence for dosage pathogenicity	22495306	15028761	28379373, 29655203				0	No evidence available							2020-04-22	MONDO:0100038	
SCN5A	6331	3p22.2	chr3:38548062-38649687	3	Sufficient evidence for dosage pathogenicity	30193851	29574140	21288276	17399644	33131149	20129283	0	No evidence available							2021-06-08	MONDO:0015263	
SDCCAG8	10806	1q43-q44	chr1:243256041-243500091	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014444	
SDHAF1	644096	19q13.12	chr19:35995188-35996312	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0100294	
SDHAF2	54949	11q12.2	chr11:61430124-61446733	3	Sufficient evidence for dosage pathogenicity	22241717	26096992	31687641				0	No evidence available							2022-05-11	MONDO:0017366	
SDHB	6390	1p36.13	chr1:17018722-17054032	3	Sufficient evidence for dosage pathogenicity	16258955	19389109	17652212				0	No evidence available							2020-07-22	MONDO:0017366	
SDHC	6391	1q23.3	chr1:161314381-161363206	3	Sufficient evidence for dosage pathogenicity	15342702	17667967	29386252	19454582			0	No evidence available							2021-10-13	MONDO:0017366	
SDHD	6392	11q23.1	chr11:112086873-112095794	3	Sufficient evidence for dosage pathogenicity	10657297	12111639	11343322	15531530	12000816	18211978	0	No evidence available							2021-08-11	MONDO:0017366	
SDR42E1	93517	16q23.3	chr16:81988855-82011470	40	Dosage sensitivity unlikely	32487729	22344438	25807282	32461654			0	No evidence available							2021-02-02		
SEC14L4	284904	22q12.2	chr22:30488902-30505695	40	Dosage sensitivity unlikely	32487729	22344438	32461654				0	No evidence available							2021-02-02		
SEC23B	10483	20p11.23	chr20:18507548-18561415	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009134	
SEM1	7979	7q21.3	chr7:96481626-96709846	0	No evidence available							0	No evidence available							2012-05-14	MONDO:0009080	
SEMA3A	10371	7q21.11	chr7:83955777-84492725	1	Little evidence for dosage pathogenicity	22416012						0	No evidence available							2017-08-07		
SEPSECS	51091	4p15.2	chr4:25120014-25160582	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013438	
SERAC1	84947	6q25.3	chr6:158109519-158168262	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013875	
SERPINA1	5265	14q32.13	chr14:94376747-94390635	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2017-05-09	MONDO:0013282	
SERPINB6	5269	6p25.2	chr6:2948159-2971793	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013269	
SERPINB7	8710	18q21.33	chr18:63753057-63805370	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2014-11-13	MONDO:0014272	
SERPINE1	5054	7q22.1	chr7:101127104-101139247	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013227	
SERPINF1	5176	17p13.3	chr17:1762060-1777565	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013515	
SET	6418	9q34.11	chr9:128683424-128696396	3	Sufficient evidence for dosage pathogenicity	29688601	33619735	37737486	34008892	35599849	33287870	0	No evidence available							2025-01-22	MONDO:0001071	
SETBP1	26040	18q12.3	chr18:44680073-45068510	3	Sufficient evidence for dosage pathogenicity	25217958	25356899					0	No evidence available							2018-05-23	MONDO:0014482	
SETD1A	9739	16p11.2	chr16:30957754-30984664	3	Sufficient evidence for dosage pathogenicity	24853937	26974950					0	No evidence available							2018-02-28	MONDO:0005090	
SETD1B	23067	12q24.31	chr12:121790155-121832656	3	Sufficient evidence for dosage pathogenicity	34345025	32546566	31110234	31685013	38313655	38108116	0	No evidence available							2024-08-28	MONDO:0100038	
SETD2	29072	3p21.31	chr3:47016436-47164840	3	Sufficient evidence for dosage pathogenicity	24852293	26084711	27317772	29681085	31643139	24901346	0	No evidence available							2022-03-08	MONDO:0100038	
SETD5	55209	3p25.3	chr3:9397615-9478154	3	Sufficient evidence for dosage pathogenicity	25138099	24680889					0	No evidence available							2014-11-06	MONDO:0014336	
SF3B4	10262	1q21.2	chr1:149923317-149927803	3	Sufficient evidence for dosage pathogenicity	22541558	23568615	24003905				0	No evidence available							2014-07-17	MONDO:0007943	
SGCE	8910	7q21.3	chr7:94584980-94656133	3	Sufficient evidence for dosage pathogenicity	16240355	11528394	12402271	20800530	18205193	15728306	0	No evidence available							2021-11-11	MONDO:0008044	
SGCG	6445	13q12.12	chr13:23160508-23325162	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009677	
SGSH	6448	17q25.3	chr17:80200673-80220333	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-02-12	MONDO:0009655	
SH2B1	25970	16p11.2	chr16:28846606-28874205	1	Little evidence for dosage pathogenicity	23160192	24971614	17235396	31439647	26031769		0	No evidence available							2021-07-13		
SH2D1A	4068	Xq25	chrX:124346563-124373160	3	Sufficient evidence for dosage pathogenicity	11049992	11159547	31144249				0	No evidence available							2021-01-27	MONDO:0024551	
SH3TC2	79628	5q32	chr5:148982150-149063062	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011113	
SHANK1	50944	19q13.33	chr19:50659255-50719802	1	Little evidence for dosage pathogenicity	34113010	36980980					0	No evidence available							2025-03-11	MONDO:0100038	
SHANK2	22941	11q13.3-q13.4	chr11:70467854-71253228	3	Sufficient evidence for dosage pathogenicity	20473310	22346768	20531469	35456494	32987185	25188300	0	No evidence available							2023-10-26	MONDO:0100038	
SHANK3	85358	22q13.33	chr22:50672823-50733212	3	Sufficient evidence for dosage pathogenicity	23758760	21984749	21779178				0	No evidence available							2018-08-14	MONDO:0011652	
SHH	6469	7q36.3	chr7:155799980-155812463	3	Sufficient evidence for dosage pathogenicity	10556296	12567406	22791840				0	No evidence available	19431187						2020-06-24	MONDO:0007733	
SHOC2	8036	10q25.2	chr10:110919370-111013665	0	No evidence available	24739123						0	No evidence available							2018-09-25		
SHROOM4	57477	Xp11.22	chrX:50575534-50814194	0	No evidence available							0	No evidence available							2012-10-10		
SI	6476	3q26.1	chr3:164978898-165157921	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009114	
SIGLEC5	8778	19q13.41	chr19:51610960-51630401	40	Dosage sensitivity unlikely	32487729	28406212	25807282	26940866	32461654		0	No evidence available							2021-02-02		
SIL1	64374	5q31.2	chr5:138946724-139198368	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2021-08-23	MONDO:0009567	
SIM1	6492	6q16.3	chr6:100385009-100464921	0	No evidence available							0	No evidence available							2012-04-25		
SIN3A	25942	15q24.2	chr15:75369379-75455815	3	Sufficient evidence for dosage pathogenicity	27399968	30267900					0	No evidence available							2020-01-13	MONDO:0013256	
SIX1	6495	14q23.1	chr14:60643421-60649477	0	No evidence available							0	No evidence available							2012-03-22		
SIX3	6496	2p21	chr2:44941702-44946071	3	Sufficient evidence for dosage pathogenicity	19346217	20157829	20531442				0	No evidence available							2020-09-23	MONDO:0007999	
SIX4	51804	14q23.1	chr14:60709539-60724351	0	No evidence available							0	No evidence available							2012-05-08		
SIX6	4990	14q23.1	chr14:60509146-60512850	0	No evidence available							0	No evidence available							2012-03-22		
SKI	6497	1p36.33-p36.32	chr1:2228319-2310213	0	No evidence available							0	No evidence available							2012-01-06		
SLC12A1	6557	15q21.1	chr15:48206302-48304078	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-04-28	MONDO:0100344	
SLC12A3	6559	16q13	chr16:56865207-56915850	30	Gene associated with autosomal recessive phenotype	21415153						0	No evidence available							2012-02-23	MONDO:0009904	
SLC13A5	284111	17p13.1	chr17:6684719-6713369	30	Gene associated with autosomal recessive phenotype	615905						0	No evidence available							2016-08-22	MONDO:0014392	
SLC16A12	387700	10q23.31	chr10:89430299-89556704	1	Little evidence for dosage pathogenicity	18304496						0	No evidence available							2011-12-21	MONDO:0012786	
SLC16A2	6567	Xq13.2	chrX:74421493-74533916	3	Sufficient evidence for dosage pathogenicity							0	No evidence available							2012-06-28	MONDO:0010354	
SLC17A5	26503	6q13	chr6:73593379-73653992	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0019366	
SLC17A8	246213	12q23.1	chr12:100357074-100422055	1	Little evidence for dosage pathogenicity	26797701	28647561					0	No evidence available							2022-02-08	MONDO:0019587	
SLC22A14	9389	3p22.2	chr3:38278832-38318575	40	Dosage sensitivity unlikely	32487729	22344438	28406212	25807282	32461654		0	No evidence available							2021-02-02		
SLC22A18	5002	11p15.4	chr11:2899691-2925246	0	No evidence available							0	No evidence available							2012-03-22		
SLC24A1	9187	15q22.31	chr15:65611350-65661002	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013450	
SLC25A1	6576	22q11.21	chr22:19175581-19178736	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0014072	
SLC25A12	8604	2q31.1	chr2:171783405-171894244	0	No evidence available							0	No evidence available							2012-01-19		
SLC25A13	10165	7q21.3	chr7:96120220-96322098	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011601	
SLC25A19	60386	17q25.1	chr17:75272992-75289433	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0000152	
SLC2A1	6513	1p34.2	chr1:42925353-42958868	3	Sufficient evidence for dosage pathogenicity	10980529	25532859	25564316				0	No evidence available							2016-03-24	MONDO:0012805	
SLC2A10	81031	20q13.12	chr20:46708320-46736347	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2018-02-01	MONDO:0008818	
SLC30A10	55532	1q41	chr1:219910445-219959098	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013208	
SLC34A1	6569	5q35.3	chr5:177384434-177398848	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0014851	
SLC34A2	10568	4p15.2	chr4:25655851-25678748	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009928	
SLC35A2	7355	Xp11.23	chrX:48903183-48911958	3	Sufficient evidence for dosage pathogenicity	27743886	24115232	23561849				0	No evidence available							2018-01-24	MONDO:0010478	
SLC35C1	55343	11p11.2	chr11:45804072-45813016	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009953	
SLC35D1	23169	1p31.3	chr1:66972976-67054148	30	Gene associated with autosomal recessive phenotype	19508970						0	No evidence available							2016-04-11	MONDO:0010013	
SLC37A4	2542	11q23.3	chr11:119024112-119030877	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0002413	
SLC38A5	92745	Xp11.23	chrX:48458544-48470260	0	No evidence available							0	No evidence available							2012-09-26		
SLC38A8	146167	16q23.3	chr16:84009667-84043372	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0012216	
SLC3A1	6519	2p21	chr2:44275480-44322437	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-03-21	MONDO:0009067	
SLC4A10	57282	2q24.2	chr2:161624416-161985270	1	Little evidence for dosage pathogenicity	17363630						0	No evidence available							2012-04-11		
SLC52A3	113278	20p13	chr20:760080-780033	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0024537	
SLC5A1	6523	22q12.3	chr22:32043261-32113029	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011731	
SLC6A1	6529	3p25.3	chr3:10992748-11039247	3	Sufficient evidence for dosage pathogenicity	23020937	25865495	28849312				0	No evidence available							2019-09-25	MONDO:0100038	
SLC6A18	348932	5p15.33	chr5:1225381-1246189	40	Dosage sensitivity unlikely	32487729	22344438	28406212	25807282	32461654		0	No evidence available							2021-02-02		
SLC6A3	6531	5p15.33	chr5:1392794-1445440	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0054835	
SLC6A4	6532	17q11.2	chr17:30194319-30235697	0	No evidence available							0	No evidence available							2012-05-10		
SLC6A8	6535	Xq28	chrX:153687926-153696593	3	Sufficient evidence for dosage pathogenicity	29478817	23644449	23660394				0	No evidence available							2020-11-10	MONDO:0010305	
SLC7A7	9056	14q11.2	chr14:22773222-22819791	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009109	
SLC7A9	11136	19q13.11	chr19:32830511-32869767	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2021-08-23	MONDO:0009067	
SLC9A6	10479	Xq26.3	chrX:135973837-136047269	3	Sufficient evidence for dosage pathogenicity	18342287	21812100	24630051				0	No evidence available							2020-12-08	MONDO:0010278	
SLURP1	57152	8q24.3	chr8:142740949-142742406	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2017-06-08	MONDO:0009552	
SMAD2	4087	18q21.1	chr18:47808957-47930872	0	No evidence available							0	No evidence available							2018-06-28		
SMAD3	4088	15q22.33	chr15:67065602-67195169	3	Sufficient evidence for dosage pathogenicity	30661052	29907982	29392890				0	No evidence available							2020-04-22	MONDO:0013426	
SMAD4	4089	18q21.2	chr18:51030213-51085042	3	Sufficient evidence for dosage pathogenicity	17873119	20101697	18823382				0	No evidence available							2020-12-16	MONDO:0008278	
SMARCA2	6595	9p24.3	chr9:2015347-2193624	0	No evidence available							0	No evidence available							2013-03-27	MONDO:0011053	
SMARCA4	6597	19p13.2	chr19:10961030-11062273	3	Sufficient evidence for dosage pathogenicity	20137775	23775540	33907931	25060813	24658001	24658004	0	No evidence available							2024-07-24	MONDO:0013224	
SMARCB1	6598	22q11.23|22q11	chr22:23786966-23838009	3	Sufficient evidence for dosage pathogenicity	21108436	29706634	18285426				0	No evidence available							2020-04-22	MONDO:0012252	
SMARCE1	6605	17q21.2	chr17:40624962-40647818	3	Sufficient evidence for dosage pathogenicity	23377182	27891692	25143307	26803492	37164167	30421029	0	No evidence available							2024-12-11	MONDO:0011789	
SMC1A	8243	Xp11.22	chrX:53374149-53422728	3	Sufficient evidence for dosage pathogenicity	24896178	26386245	28166369				0	No evidence available							2018-07-23	MONDO:0010370	
SMC3	9126	10q25.2	chr10:110567695-110606048	1	Little evidence for dosage pathogenicity	38297832	31178897	25125236	28191889			0	No evidence available							2025-04-08		
SMOC1	64093	14q24.2	chr14:69879416-70032366	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0008800	
SMOC2	64094	6q27	chr6:168441184-168667992	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0007436	
SMS	6611	Xp22.11	chrX:21940709-21994837	3	Sufficient evidence for dosage pathogenicity	14508504	18550699	19206178				0	No evidence available							2012-08-23	MONDO:0010664	
SNAP29	9342	22q11.21	chr22:20859007-20891214	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012290	
SNORD107	91380	15q11.2	chr15:24981994-24982068	0	No evidence available							0	No evidence available							2012-04-24		
SNORD108	338427	15q11.2	chr15:24986925-24986993	0	No evidence available							0	No evidence available							2012-07-06		
SNORD109B	338429	15q11.2	chr15:25278343-25278409	0	No evidence available							0	No evidence available							2012-04-28		
SNORD64	347686	15q11.2	chr15:24985100-24985166	0	No evidence available							0	No evidence available							2012-07-06		
SNORD8	319103	14q11.2	chr14:21397293-21397401	0	No evidence available							0	No evidence available							2015-03-11		
SNORD9	692053	14q11.2	chr14:21392151-21392253	0	No evidence available							0	No evidence available							2015-03-11		
SNRPN	6638	15q11.2	chr15:24823637-24978723	0	No evidence available							0	No evidence available							2012-10-26		
