gene	transcript	UniProt_id	mean_am_pathogenicity	mean_am_pathogenicity_bin	exp_lof	mean_phylop	mean_phylop_bin	oe_lof_upper	oe_lof_upper_bin	loeuf_low_powered
ASIC5	ENST00000537611	Q9NY37	0.272136722381834	8	22.117	1.93474173545837	3	1.367	7	FALSE
EXD3	ENST00000340951	Q8N9H8	0.272060987973074	8	40.713	0.533527135848999	8	0.999	5	FALSE
NUP153	ENST00000262077	P49790	0.272054594796386	8	60.567	2.96759963035583	1	0.174	0	FALSE
EFCAB5	ENST00000394835	A4FU69	0.271992289449349	8	71.172	1.20544612407684	5	0.842	4	FALSE
AS3MT	ENST00000369880	Q9HBK9	0.271928580947871	8	19.523	1.12168192863464	6	1.306	6	FALSE
IRX6	ENST00000290552	P78412	0.271870333606714	8	20.943	1.45942771434784	5	1.331	7	FALSE
IL18RAP	ENST00000264260	O95256	0.271799397423921	8	29.264	0.729588150978088	7	0.58	2	FALSE
CLGN	ENST00000414773	O14967	0.271732341366071	8	32.212	2.52577185630798	2	0.975	5	FALSE
QSER1	ENST00000399302	Q2KHR3	0.27166759383426	8	69.275	2.57253408432007	2	0.208	0	FALSE
ZFYVE16	ENST00000505560	Q7Z3T8	0.271598327394153	8	60.716	1.18573129177094	6	0.689	3	FALSE
NCAPG	ENST00000251496	Q9BPX3	0.271594851300537	8	45.994	2.18468952178955	3	0.606	2	FALSE
NXPE1	ENST00000424269	Q8N323	0.271580106145486	8	17.711	0.814983665943146	7	1.689	8	FALSE
SPDL1	ENST00000265295	Q96EA4	0.271498511739325	8	36.27	2.0500795841217	3	1.09	5	FALSE
DZANK1	ENST00000358866	Q9NVP4	0.271445794137047	8	38.783	1.47300398349762	5	1.167	6	FALSE
IL22RA2	ENST00000296980	Q969J5	0.271380822621333	8	15.268	0.343322485685349	8	1.861	9	FALSE
FREM1	ENST00000380880	Q5H8C1	0.271310001812449	8	89.198	2.84776043891907	1	1.117	5	FALSE
TRAT1	ENST00000295756	Q6PIZ9	0.27130752143912	8	11.705	0.445729106664658	8	0.782	3	FALSE
CCDC19	ENST00000368099	Q9UL16	0.271299361586401	8	36.156	2.03764653205872	3	0.998	5	FALSE
IGBP1	ENST00000342206	P78318	0.271216794201472	8	12.36	1.59473466873169	4	0.242	0	FALSE
ZP1	ENST00000278853	P60852	0.271131950800439	8	32.316	0.725270688533783	7	1.33	7	FALSE
EFCAB4A	ENST00000525077	Q8N4Y2	0.27111710786289	8	18.305	0.212808862328529	8	1.327	7	FALSE
AFTPH	ENST00000409933	Q6ULP2	0.271072747807523	8	33.695	2.92937803268433	1	0.141	0	FALSE
SRFBP1	ENST00000339397	Q8NEF9	0.271044632118126	8	22.164	0.986431837081909	6	1.258	6	FALSE
C1orf112	ENST00000286031	Q9NSG2	0.270992242745736	8	44.636	1.58338701725006	4	0.73	3	FALSE
PLA2G3	ENST00000215885	Q9NZ20	0.270976440275451	8	24.177	0.687041878700256	7	1.153	6	FALSE
BTNL3	ENST00000342868	Q6UXE8	0.270956715287328	8	17.034	-0.170365318655968	9	0.847	4	FALSE
C7orf31	ENST00000409280	Q8N865	0.270936137087565	8	28.601	0.901649415493011	6	1.016	5	FALSE
NPAT	ENST00000278612	Q14207	0.270864538195527	8	56.378	1.91034030914307	3	0.367	1	FALSE
VSIG10	ENST00000359236	Q8N0Z9	0.270790821213955	8	25.302	0.592485308647156	7	0.817	4	FALSE
TNIP2	ENST00000315423	Q8NFZ5	0.27076579630464	8	19.619	1.08514904975891	6	0.736	3	FALSE
WHAMM	ENST00000286760	Q8TF30	0.270746036146064	8	27.243	0.9053835272789	6	1.153	6	FALSE
IL12RB1	ENST00000600835	P42701	0.270735061172265	8	43.45	0.200360223650932	8	0.91	4	FALSE
TIMM21	ENST00000169551	Q9BVV7	0.270710129399558	8	12.591	0.549723386764526	7	1.146	6	FALSE
HEMK1	ENST00000455834	Q9Y5R4	0.27066572358761	8	22.356	1.36926877498627	5	1.033	5	FALSE
USP18	ENST00000215794	Q9UMW8	0.270632014247702	8	19.451	0.868703961372375	7	0.742	3	FALSE
VWA3A	ENST00000389398	A6NCI4	0.270622448707264	8	67.74	1.51736700534821	4	0.918	4	FALSE
IL13RA2	ENST00000243213	Q14627	0.270616990713278	8	16.444	1.20165765285492	5	1.182	6	FALSE
HYAL3	ENST00000336307	O43820	0.270530069193553	8	16.361	1.32799685001373	5	1.188	6	FALSE
MESP2	ENST00000341735	Q0VG99	0.270408019460482	8	13.278	0.31486102938652	8	1.277	6	FALSE
IRAK2	ENST00000256458	O43187	0.270406435316941	8	32.433	0.788193583488464	7	1.255	6	FALSE
PRAME	ENST00000402697	P78395	0.270389752716348	8	15.604	0.217770531773567	8	1.246	6	FALSE
IL1R2	ENST00000393414	P27930	0.270355194447397	8	16.994	0.980423390865326	6	1.69	8	FALSE
AVPR1B	ENST00000367126	P47901	0.270251621241869	8	11.728	0.654294013977051	7	1.121	6	FALSE
A2ML1	ENST00000299698	A8K2U0	0.270250153927337	8	81.637	1.1002436876297	6	0.952	5	FALSE
TP53TG5	ENST00000372726	Q9Y2B4	0.270148329757534	8	13.436	0.0711115673184395	9	1.354	7	FALSE
RP11-477N12.3	ENST00000399363	A8MUP6	0.27013301244984	8	10.783	1.59785485267639	4	1.218	6	FALSE
ICAM1	ENST00000264832	P05362	0.270122504992526	8	19.166	-0.119623184204102	9	0.618	2	FALSE
FBXO5	ENST00000229758	Q9UKT4	0.270043593700062	8	19.66	1.24822115898132	5	0.32	1	FALSE
EFCAB7	ENST00000371088	A8K855	0.270023064459591	8	32.206	2.86040353775024	1	1.192	6	FALSE
BNIPL	ENST00000368931	Q7Z465	0.269997015221991	8	21.195	0.996631443500519	6	1.203	6	FALSE
RPAP1	ENST00000304330	Q9BWH6	0.269910177312101	8	65.304	2.53225421905518	2	0.763	3	FALSE
MROH6	ENST00000398882	A6NGR9	0.269867068558574	8	27.503	0.00749737909063697	9	1.354	7	FALSE
ZYG11A	ENST00000371528	Q6WRX3	0.269792580020405	8	32.174	1.5526020526886	4	0.976	5	FALSE
CEACAM19	ENST00000403660	Q7Z692	0.269790159503318	8	13.789	0.163126617670059	8	1.576	8	FALSE
SPIDR	ENST00000297423	Q14159	0.269777613108353	8	37.505	1.0727059841156	6	1.085	5	FALSE
MS4A10	ENST00000308287	Q96PG2	0.269753932709868	8	11.916	-0.0346767641603947	9	1.823	9	FALSE
KIFC2	ENST00000301332	Q96AC6	0.269734581833386	8	40.562	0.810881674289703	7	0.832	4	FALSE
CA9	ENST00000378357	Q16790	0.269727418677126	8	23.332	1.09799873828888	6	1.093	5	FALSE
DNTTIP2	ENST00000436063	Q5QJE6	0.269627829166352	8	28.204	0.696384310722351	7	0.904	4	FALSE
TMEM232	ENST00000455884	C9JQI7	0.269617090317522	8	28.058	0.74543696641922	7	1.078	5	FALSE
GIF	ENST00000257248	P27352	0.269591350352894	8	19.091	0.968365371227264	6	0.823	4	FALSE
TRIM22	ENST00000379965	Q8IYM9	0.269588379371651	8	17.134	-0.103339694440365	9	0.99	5	FALSE
C7orf57	ENST00000348904	Q8NEG2	0.269538000678457	8	16.106	0.610961496829987	7	1.576	8	FALSE
TCN1	ENST00000257264	P20061	0.269506139120423	8	18.766	0.500430703163147	8	1.715	8	FALSE
FCAR	ENST00000355524	P24071	0.269481202198729	8	10.968	-0.067217692732811	9	1.632	8	FALSE
HIRIP3	ENST00000279392	Q9BW71	0.269427879433201	8	23.83	0.440416425466537	8	0.867	4	FALSE
SPC25	ENST00000282074	Q9HBM1	0.269423435969043	8	13.888	1.04893290996552	6	0.757	3	FALSE
DCLRE1A	ENST00000369305	Q6PJP8	0.269353646871889	8	40.507	1.48662257194519	5	0.747	3	FALSE
IQCD	ENST00000416617	Q96DY2	0.26932971492051	8	15.687	0.991682708263397	6	1.543	8	FALSE
LRP5L	ENST00000402859	A4QPB2	0.269321015079529	8	10.96	3.48444080352783	0	1.844	9	FALSE
C4orf51	ENST00000438731	C9J302	0.269302849590639	8	11.132	0.220554694533348	8	1.406	7	FALSE
KRT23	ENST00000209718	Q9C075	0.269243114298894	8	21.731	1.77815556526184	4	1.337	7	FALSE
MACC1	ENST00000589011	Q6ZN28	0.26922559640548	8	30.693	2.80017232894897	1	1.288	6	FALSE
SNAPC4	ENST00000298532	Q5SXM2	0.269136781972138	8	68.282	0.569197416305542	7	0.976	5	FALSE
TREM1	ENST00000244709	Q9NP99	0.269071553737083	8	10.27	-0.164789661765099	9	1.024	5	FALSE
PRG3	ENST00000287143	Q9Y2Y8	0.269061540454791	8	11.505	0.0798895210027695	9	1.143	6	FALSE
MLH3	ENST00000556740	Q9UHC1	0.269057373104096	8	53.554	2.16706609725952	3	0.587	2	FALSE
NUGGC	ENST00000413272	Q68CJ6	0.268940195271279	8	41.231	0.892824172973633	6	0.847	4	FALSE
PCDP1	ENST00000413369	Q4G0U5	0.268905341993276	8	48.695	1.46446824073792	5	0.906	4	FALSE
TRIM43	ENST00000272395	Q96BQ3	0.268879293046613	8	11.43	-0.091971755027771	9	0.92	4	FALSE
EGF	ENST00000265171	P01133	0.268815185717841	8	65.766	1.13916289806366	6	0.74	3	FALSE
ANGPT4	ENST00000381922	Q9Y264	0.268812477975963	8	24.585	0.730059027671814	7	1.325	7	FALSE
OTOL1	ENST00000327928	A6NHN0	0.268794166270123	8	15.376	2.290771484375	2	1.815	9	FALSE
NLRC5	ENST00000436936	Q86WI3	0.26860988008478	8	76.145	0.876956224441528	7	0.428	1	FALSE
TRIB3	ENST00000217233	Q96RU7	0.268566020498736	8	12.184	1.17668068408966	6	1.888	9	FALSE
RPUSD3	ENST00000383820	Q6P087	0.268549904697662	8	18.795	1.06555104255676	6	1.1	5	FALSE
PARP15	ENST00000464300	Q460N3	0.2685207187394	8	26.544	0.380171924829483	8	0.961	5	FALSE
GKN2	ENST00000328895	Q86XP6	0.268363938565417	8	10.745	1.07881605625153	6	1.223	6	FALSE
PNMA2	ENST00000522362	Q9UL42	0.268336531064353	8	11.04	0.252731084823608	8	1.072	5	FALSE
MCF2L2	ENST00000328913	Q86YR7	0.268252851659436	8	67.523	1.59052121639252	4	0.904	4	FALSE
XRCC4	ENST00000511817	Q13426	0.268059260827475	8	17.769	1.48902797698975	5	1.094	5	FALSE
F13B	ENST00000367412	P05160	0.268000596162204	8	34.084	1.56698024272919	4	0.853	4	FALSE
PCSK9	ENST00000302118	Q8NBP7	0.267975023742228	8	26.909	0.979852855205536	6	1.341	7	FALSE
CALCOCO2	ENST00000258947	Q13137	0.267861914287183	8	27.754	0.725720524787903	7	0.52	2	FALSE
ASPM	ENST00000367409	Q8IZT6	0.267692488732931	8	166.09	1.68115842342377	4	0.743	3	FALSE
DMRTC2	ENST00000269945	Q8IXT2	0.267680333732529	8	17.453	1.13990640640259	6	0.444	1	FALSE
POLI	ENST00000579534	Q9UNA4	0.267559723314101	8	26.14	0.871774792671204	7	0.93	4	FALSE
PHRF1	ENST00000264555	Q9P1Y6	0.267093367505444	8	60.164	1.4008207321167	5	0.384	1	FALSE
TDRD6	ENST00000316081	O60522	0.267076200623822	8	68.425	1.16165626049042	6	1.216	6	FALSE
CSRNP1	ENST00000514182	Q96S65	0.267020106419388	8	17.449	1.61230802536011	4	0.525	2	FALSE
KIAA0141	ENST00000432126	Q14154	0.266970930964732	8	28.694	0.604295074939728	7	1.298	6	FALSE
DMRTB1	ENST00000371445	Q96MA1	0.266959741292837	8	10.183	0.663176476955414	7	0.466	2	FALSE
ARHGEF37	ENST00000333677	A1IGU5	0.266939308575595	8	30.447	1.0876133441925	6	1.07	5	FALSE
CD86	ENST00000330540	P42081	0.266923260733739	8	13.767	0.298102915287018	8	0.345	1	FALSE
RAD21L1	ENST00000409241	Q9H4I0	0.26691349634237	8	25.995	2.41829705238342	2	0.795	4	FALSE
C11orf35	ENST00000329451	Q8IXW0	0.266877896619494	8	25.764	-0.332769572734833	9	1.742	8	FALSE
ECD	ENST00000372979	O95905	0.266841949318578	8	35.857	1.91975331306458	3	0.941	4	FALSE
PRRT4	ENST00000535159	C9JH25	0.266839984297997	8	17.033	1.10235583782196	6	0.847	4	FALSE
C11orf85	ENST00000530444	Q3KP22	0.266779399275605	8	11.067	0.580913186073303	7	1.187	6	FALSE
PRAMEF12	ENST00000357726	O95522	0.266720914426517	8	11.464	-0.470087349414825	9	1.258	6	FALSE
TARM1	ENST00000432826	B6A8C7	0.266703009425254	8	11.716	-0.30940568447113	9	1.542	7	FALSE
CCSER2	ENST00000224756	Q9H7U1	0.266678504862249	8	34.273	1.44768595695496	5	0.384	1	FALSE
CDCA3	ENST00000535406	Q99618	0.266609293367782	8	12.497	1.0892539024353	6	0.504	2	FALSE
FOXRED1	ENST00000263578	Q96CU9	0.266528788711726	8	26.448	2.21103715896606	2	1.32	7	FALSE
CCDC112	ENST00000395557	Q8NEF3	0.26644214688303	8	24.573	1.73122811317444	4	0.428	1	FALSE
TCTN1	ENST00000551590	Q2MV58	0.266441149422699	8	28.726	1.43978476524353	5	1.256	6	FALSE
RTN4	ENST00000337526	Q9NQC3	0.26635506333433	8	36.323	2.18970775604248	3	0.397	1	FALSE
TREM2	ENST00000373113	Q9NZC2	0.266348002898433	8	10.214	0.807005703449249	7	1.793	9	FALSE
SLFN5	ENST00000299977	Q08AF3	0.266321799006707	8	20.507	0.193189308047295	8	1.359	7	FALSE
TSGA13	ENST00000356588	Q96PP4	0.266175651239961	8	13.918	0.613622486591339	7	1.563	8	FALSE
IQCG	ENST00000265239	Q9H095	0.26614262508623	8	22.221	0.814529061317444	7	1.713	8	FALSE
THEG	ENST00000342640	Q9P2T0	0.266081296151741	8	16.208	0.224611267447472	8	1.35	7	FALSE
PPL	ENST00000345988	O60437	0.266078240403889	8	85.225	2.69479322433472	1	1.028	5	FALSE
LRRC45	ENST00000306688	Q96CN5	0.266053062036027	8	37.159	1.65095090866089	4	0.877	4	FALSE
TEKT2	ENST00000207457	Q9UIF3	0.266050261517184	8	22.214	2.73877239227295	1	1.255	6	FALSE
BMP15	ENST00000252677	O95972	0.266048024800107	8	10.28	1.48222303390503	5	1.277	6	FALSE
FYCO1	ENST00000296137	Q9BQS8	0.266035942022853	8	71.905	1.17246496677399	6	0.911	4	FALSE
C9orf135	ENST00000377197	Q5VTT2	0.265950351602136	8	13.276	1.16420614719391	6	1.46	7	FALSE
TSNARE1	ENST00000524325	Q96NA8	0.26589885832167	8	26.175	0.186255112290382	8	0.836	4	FALSE
C16orf96	ENST00000444310	A6NNT2	0.265820620055786	8	44.183	0.166397869586945	8	1.076	5	FALSE
TRAF3IP3	ENST00000367024	Q9Y228	0.265799753482103	8	40.118	1.18892884254456	6	0.87	4	FALSE
DDX60L	ENST00000511577	Q5H9U9	0.265609937082061	8	81.662	0.741593301296234	7	0.979	5	FALSE
WDR76	ENST00000263795	Q9H967	0.265574017867669	8	32.701	1.03357124328613	6	0.853	4	FALSE
HERC6	ENST00000264346	Q8IVU3	0.265561845024909	8	44.558	1.08556926250458	6	0.887	4	FALSE
IL20RB	ENST00000329582	Q6UXL0	0.265485614690568	8	15.922	0.803993225097656	7	1.298	6	FALSE
ANGPTL3	ENST00000371129	Q9Y5C1	0.265428955609773	8	23.247	1.48225462436676	5	1.301	6	FALSE
PRSS50	ENST00000315170	Q9UI38	0.265375045520045	8	14.583	0.0891463905572891	9	0.99	5	FALSE
EXTL1	ENST00000374280	Q92935	0.265362251040192	8	27.939	1.33120965957642	5	1.082	5	FALSE
CD274	ENST00000381577	Q9NZQ7	0.265300296641297	8	13.122	0.420674711465836	8	0.801	4	FALSE
EFS	ENST00000216733	O43281	0.265274619258636	8	17.947	1.15722513198853	6	1.219	6	FALSE
IL20RA	ENST00000316649	Q9UHF4	0.265259222961251	8	18.442	0.598503649234772	7	0.642	3	FALSE
LRRC72	ENST00000401542	A6NJI9	0.265251372629458	8	13.091	1.18251717090607	6	1.295	6	FALSE
C9orf117	ENST00000373295	Q5JU67	0.265237337818155	8	25.15	0.985873937606812	6	1.156	6	FALSE
SUN3	ENST00000395572	Q8TAQ9	0.265232732416079	8	18.455	1.12668693065643	6	1.445	7	FALSE
KLRG1	ENST00000266551	Q96E93	0.265220970240359	8	11.3	0.325058430433273	8	1.163	6	FALSE
PTX4	ENST00000447419	Q96A99	0.265215855964029	8	15.632	0.626002013683319	7	1.475	7	FALSE
SYCE2	ENST00000293695	Q6PIF2	0.265205128653635	8	12.28	0.637442290782928	7	0.631	3	FALSE
GSDMA	ENST00000301659	Q96QA5	0.265204666350974	8	23.559	1.15233623981476	6	1.432	7	FALSE
CRB1	ENST00000367400	P82279	0.265171449139797	8	53.22	2.07979464530945	3	0.829	4	FALSE
CDC25C	ENST00000513970	P30307	0.265027723147845	8	24.293	1.43124794960022	5	1.245	6	FALSE
MRPS15	ENST00000373116	P82914	0.265025843892876	8	16.192	1.62966632843018	4	1.425	7	FALSE
OTOA	ENST00000286149	Q7RTW8	0.265018210763492	8	49.273	2.02845883369446	3	0.732	3	FALSE
ELL3	ENST00000319359	Q9HB65	0.265015122703142	8	25.994	1.1982296705246	6	1.163	6	FALSE
SYNC	ENST00000409190	Q9H7C4	0.264992280620667	8	20.995	1.22276306152344	5	0.867	4	FALSE
HAUS4	ENST00000541587	Q9H6D7	0.264959518507776	8	21.727	1.32780885696411	5	0.605	2	FALSE
NXPE2	ENST00000389586	Q96DL1	0.264950056955916	8	17.262	0.971311509609222	6	1.268	6	FALSE
BOD1L1	ENST00000040738	Q8NFC6	0.264880776018392	8	95.716	1.45785784721375	5	0.254	0	FALSE
ALS2CR11	ENST00000286195	Q53TS8	0.264836946601978	8	29.023	0.624369263648987	7	0.879	4	FALSE
MTBP	ENST00000305949	Q96DY7	0.264743987128198	8	49.217	2.0907506942749	3	0.966	5	FALSE
AADAC	ENST00000232892	P22760	0.264710802535709	8	12.54	1.08388864994049	6	0.944	4	FALSE
C1orf100	ENST00000308105	Q5SVJ3	0.26466926208196	8	11.759	0.38362118601799	8	1.537	7	FALSE
KNOP1	ENST00000219837	Q1ED39	0.264531626339874	8	15.601	0.142604321241379	8	1.246	6	FALSE
MLKL	ENST00000308807	Q8NB16	0.264415787106778	8	26.301	0.410867184400558	8	1.239	6	FALSE
CD1C	ENST00000368170	P29017	0.264351481072204	8	17.756	-0.231165826320648	9	1.233	6	FALSE
SPHKAP	ENST00000392056	Q2M3C7	0.264265799575014	8	61.633	1.822505235672	4	0.315	1	FALSE
SLC44A3	ENST00000271227	Q8N4M1	0.264238545667703	8	33.801	2.23725748062134	2	1.473	7	FALSE
MUC12	ENST00000379442	Q9UKN1	0.264172151533884	8	72.219	-0.524144768714905	9	1.485	7	FALSE
POTEC	ENST00000358970	B2RU33	0.26412282136432	8	20.242	0.502668559551239	8	1.26	6	FALSE
FHAD1	ENST00000375998	B1AJZ9	0.264087291876304	8	73.211	1.31058073043823	5	0.788	4	FALSE
SLFN14	ENST00000415846	P0C7P3	0.264077250852508	8	29.065	1.09651017189026	6	0.918	4	FALSE
HSCB	ENST00000216027	Q8IWL3	0.264067288417077	8	13.019	1.04177117347717	6	0.91	4	FALSE
C4orf21	ENST00000505019	Q86YA3	0.263961364084781	8	88.272	1.20786023139954	5	1.005	5	FALSE
BPIFB1	ENST00000253354	Q8TDL5	0.263934735485619	8	25.397	0.508848249912262	8	0.957	5	FALSE
MPHOSPH9	ENST00000606320	Q99550	0.263923188413832	8	62.467	1.36874139308929	5	0.633	3	FALSE
ADAM21	ENST00000603540	Q9UKJ8	0.263908425931335	8	18.652	0.679406106472015	7	1.43	7	FALSE
CD109	ENST00000287097	Q6YHK3	0.26390599297686	8	69.992	1.16681933403015	6	1.189	6	FALSE
PSRC1	ENST00000409138	Q6PGN9	0.263894738215472	8	16.285	0.983203709125519	6	1.343	7	FALSE
APOA4	ENST00000357780	P06727	0.263861008856512	8	14.252	0.791439175605774	7	1.19	6	FALSE
CD1E	ENST00000368167	P15812	0.263853270372448	8	19.264	0.0680375173687935	9	1.729	8	FALSE
ATAD5	ENST00000321990	Q96QE3	0.263819042342649	8	75.407	1.76183748245239	4	0.208	0	FALSE
CCDC83	ENST00000342404	Q8IWF9	0.263786897034376	8	21.265	0.915780544281006	6	1.086	5	FALSE
CD34	ENST00000310833	P28906	0.263600526084358	8	17.782	0.0947032272815704	9	1.024	5	FALSE
TMEM176A	ENST00000004103	Q96HP8	0.263595288959456	8	11.263	-0.10043852776289	9	0.933	4	FALSE
GDPD4	ENST00000376217	Q6W3E5	0.26358040635711	8	30.208	0.767391383647919	7	1.194	6	FALSE
INCA1	ENST00000574617	Q0VD86	0.26342021897615	8	12.225	0.491877764463425	8	1.799	9	FALSE
IFT74	ENST00000380062	Q96LB3	0.263336174138769	8	40.977	3.04817628860474	1	0.88	4	FALSE
HOOK2	ENST00000397668	Q96ED9	0.26330817240624	8	50.154	2.14551663398743	3	0.925	4	FALSE
PNMAL1	ENST00000313683	Q86V59	0.263277580978336	8	12.878	0.00517644081264734	9	0.92	4	FALSE
SERPINA6	ENST00000341584	P08185	0.26325181200958	8	11.334	1.12431275844574	6	1.488	7	FALSE
LRTM1	ENST00000273286	Q9HBL6	0.263238966396791	8	13.735	1.84362876415253	3	1.903	9	FALSE
PLA2G4D	ENST00000290472	Q86XP0	0.263229799563186	8	41.84	0.715006530284882	7	0.918	4	FALSE
COL24A1	ENST00000370571	Q17RW2	0.263227653640145	8	108.05	2.34468460083008	2	0.912	4	FALSE
EXOC3L1	ENST00000314586	Q86VI1	0.26322691360507	8	37.317	1.70188105106354	4	1.152	6	FALSE
ART3	ENST00000355810	Q13508	0.263119221939906	8	22.044	1.01944768428802	6	1.425	7	FALSE
MS4A12	ENST00000016913	Q9NXJ0	0.263089236610996	8	10.283	0.0701191276311874	9	1.787	9	FALSE
CATSPER1	ENST00000312106	Q8NEC5	0.263070616180556	8	31.744	0.283047318458557	8	0.99	5	FALSE
NBN	ENST00000265433	O60934	0.262993829524967	8	40.274	0.937999367713928	6	1.01	5	FALSE
TNS4	ENST00000254051	Q8IZW8	0.262973620054577	8	32.38	0.992809414863586	6	0.751	3	FALSE
DBF4B	ENST00000315005	Q8NFT6	0.262973031079408	8	23.801	0.216902807354927	8	1.171	6	FALSE
LXN	ENST00000264265	Q9BS40	0.26296417777449	8	12.441	1.53659379482269	4	1.361	7	FALSE
PROM2	ENST00000317668	Q8N271	0.262864197977934	8	47.587	0.80355179309845	7	0.855	4	FALSE
IL9R	ENST00000244174	Q01113	0.262845005641455	8	19.562	0.231555566191673	8	1.868	9	FALSE
RASSF6	ENST00000342081	Q6ZTQ3	0.262744719458136	8	20.097	0.553378403186798	7	1.932	9	FALSE
AFP	ENST00000395792	P02771	0.262712759590798	8	35.831	0.910637676715851	6	0.909	4	FALSE
CENPK	ENST00000242872	Q9BS16	0.262695488066563	8	15.701	1.27415549755096	5	1.542	7	FALSE
LRRC70	ENST00000334994	Q7Z2Q7	0.262649548082711	8	18.588	1.6701682806015	4	1.112	5	FALSE
WDR93	ENST00000268130	Q6P2C0	0.262644287822389	8	38.136	0.950489699840546	6	1.067	5	FALSE
FCGR2A	ENST00000271450	P12318	0.262639945580592	8	12.583	0.150284826755524	8	1.346	7	FALSE
SLAMF8	ENST00000289707	Q9P0V8	0.262508787488766	8	14.213	0.406420111656189	8	1.193	6	FALSE
DCBLD1	ENST00000338728	Q8N8Z6	0.262483436923212	8	34.101	1.57800447940826	4	0.748	3	FALSE
C3orf84	ENST00000545770	H3BNL1	0.262464850352762	8	11.054	1.26059234142303	5	1.416	7	FALSE
CEP290	ENST00000552810	O15078	0.262445042891778	8	124.31	3.15426826477051	1	0.985	5	FALSE
ABCC11	ENST00000394748	Q96J66	0.262432434725938	8	68.211	1.25997793674469	5	1.236	6	FALSE
SOHLH2	ENST00000379881	Q9NX45	0.262430510384673	8	20.877	0.70243763923645	7	0.567	2	FALSE
FAM185A	ENST00000413034	Q8N0U4	0.262412991866503	8	15.164	0.924041569232941	6	0.693	3	FALSE
AHRR	ENST00000505113	A9YTQ3	0.262407498645556	8	20.473	1.66157710552216	4	0.767	3	FALSE
MUC6	ENST00000421673	Q6W4X9	0.262389680409621	8	87.915	0.140823766589165	8	0.971	5	FALSE
TNFRSF10B	ENST00000276431	O14763	0.262361399750653	8	18.51	-0.228598549962044	9	0.848	4	FALSE
NIPAL2	ENST00000430223	Q9H841	0.262358874206192	8	19.094	0.9114750623703	6	1.397	7	FALSE
TXNDC16	ENST00000281741	Q9P2K2	0.262326004077318	8	36.894	1.06652820110321	6	0.626	3	FALSE
IDO2	ENST00000502986	Q6ZQW0	0.262306731630074	8	18.48	1.19187712669373	6	1.25	6	FALSE
BFSP1	ENST00000377873	Q12934	0.262294289761227	8	18.467	2.14475011825562	3	1.119	6	FALSE
RSL1D1	ENST00000571133	O76021	0.26228400192469	8	20.557	0.261771470308304	8	1.005	5	FALSE
PMEL	ENST00000548493	P40967	0.2621130088203	8	29.994	1.87857520580292	3	1.318	7	FALSE
BORA	ENST00000390667	Q6PGQ7	0.262103117145519	8	24.181	1.66450548171997	4	0.701	3	FALSE
KRT38	ENST00000246646	O76015	0.26209314117884	8	18.787	0.548344492912292	7	1.229	6	FALSE
SGCG	ENST00000218867	Q13326	0.262070249796107	8	15.012	1.73038172721863	4	1.046	5	FALSE
KLRB1	ENST00000229402	Q12918	0.262038381579706	8	12.597	0.158047363162041	8	1.441	7	FALSE
PDCD1LG2	ENST00000397747	Q9BQ51	0.262030174952786	8	12.245	0.349004089832306	8	1.282	6	FALSE
ENKD1	ENST00000243878	Q9H0I2	0.261999543199477	8	15.427	1.41781604290009	5	1.339	7	FALSE
POM121	ENST00000434423	Q96HA1	0.261972648090934	8	31.32	1.20147252082825	6	0.461	2	FALSE
CLSPN	ENST00000318121	Q9HAW4	0.261924422210085	8	69.406	1.25014388561249	5	0.402	1	FALSE
SERINC4	ENST00000319327	A6NH21	0.261873034738985	8	25.158	1.83541214466095	4	1.434	7	FALSE
GPR113	ENST00000311519	Q8IZF5	0.261861055349688	8	42.577	0.958912968635559	6	1.143	6	FALSE
BTN2A1	ENST00000312541	Q7KYR7	0.261749220743636	8	19.694	0.238756760954857	8	1.829	9	FALSE
NWD1	ENST00000552788	Q149M9	0.261614280287549	8	66.926	1.10447144508362	6	1.029	5	FALSE
BTNL8	ENST00000340184	Q6UX41	0.261557139220843	8	16.246	-0.0216946117579937	9	1.044	5	FALSE
C5orf54	ENST00000523213	Q8IZ13	0.261434764396567	8	17.667	1.03192353248596	6	0.96	5	FALSE
MCPH1	ENST00000344683	Q8NEM0	0.261382680727058	8	37.685	0.338287681341171	8	1.441	7	FALSE
USH2A	ENST00000307340	O75445	0.261376071040295	8	235.31	2.04829454421997	3	0.857	4	FALSE
C1orf51	ENST00000290363	Q8N365	0.261254488917485	8	13.938	0.939711630344391	6	0.452	2	FALSE
RBFA	ENST00000306735	Q8N0V3	0.261156345332342	8	12.63	0.091055616736412	9	1.143	6	FALSE
RCSD1	ENST00000367854	Q6JBY9	0.261150098386521	8	19.233	0.259111344814301	8	0.616	2	FALSE
RIPK3	ENST00000216274	Q9Y572	0.261104494216051	8	22.981	0.402012288570404	8	1.367	7	FALSE
NMU	ENST00000264218	P48645	0.261055398534428	8	16.104	1.34762001037598	5	0.896	4	FALSE
BTN2A2	ENST00000416795	Q8WVV5	0.261055290281246	8	22.965	0.102295286953449	9	1.214	6	FALSE
SWT1	ENST00000367500	Q5T5J6	0.261045318468419	8	44.116	1.33045303821564	5	0.268	0	FALSE
NLRP2	ENST00000448584	Q9NX02	0.261003025083168	8	44.81	0.00165056996047497	9	1.487	7	FALSE
FANCG	ENST00000378643	O15287	0.260941262792045	8	32.013	0.978884756565094	6	1.091	5	FALSE
